,0
797,political scientists might keep this in mind as might those utopians who are busy designing universal states
798,let us suppose that a college football team from the day it starts training to the last game of the season never hears a word of praise from the coach the faculty the student body and sports writers
799,let us also suppose that the team members are attacked both as members of a group and as individuals day in and day out on the playing field in the classroom and in the media
800,let us further suppose every opposing team on the football schedule is praised just as highly as the home team is criticized
801,in such circumstances it will be a very exceptional home team that manages to win a single game
802,population groups need morale as much as teams do
803,if you are not permitted to utter or hear one good word about your own people then no matter how great your capabilities you will be hard put to overcome the mental and physical paralysis imposed by demoralization
804,it goes without saying that people will conquer adversity much more effectively if their will and spirit are fortified by group morale
805,how do majorities fight demoralization
806,blacking out the media is one answer
807,missing the nightly news is in itself a morale booster
808,what is good for majorities is what seldom happens
809,for reading we should tum to books that were written by westerners when they were still masters in their own house and were treated with more deference than scorn
810,our know­ ledge of current historyand our current predicamentmust not be fed to us by minoritywritten or minorityinfluenced bestsellers and by liberalminority intellectuals
811,our under­ standing of the world should be derived from the books and pamphlets printed and distributed surreptitiously to escape the censorious scissors and legal harassment of the thought police
812,the world of ethnostates will be a world of majorities since no state will have a minority
813,minority members no longer having real or imagined racism to blame for their real or imagined problems will as majority members be able to con­ centrate on themselves and their own accomplishments actual or potential
814,it will be remarkable how quickly scapegoats will s6 the ethnostate disappear when the racism that haunts multiracial states dis­ appears
815,a case for optimism
816,pessimism is a vital ingredient of tragedy which is the highest form of drama and the dominant theme in great literature art and music
817,no optimist could possibly have created characters like oedipus lear and faust
818,still optimism is a major force for great deeds in the real world
819,few will struggle to perform heroic feats unless they feel that the world their country their community their family or themselves will be the better for it
820,the authentic hero is driven by more than ambition and egotism
821,today far too many of us are in a pessimistic sterile mood
822,to overcome this negative state of mind we should devote more of our thoughts to the mysterious subject of time
823,every decade or so geologists tell us that the earth is much older than previously suspected
824,when we recall that archbishop usshers 4004 bc
825,date for the creation was widely believed a few centuries ago the latest estimate of eight billion years for the earths age is quite a backward leap in chronology
826,since the various species of man rate a barely visible notch on this scale the time span of civilized or civilizable man is almost imper­ ceptible
827,if only 50000 years or so were needed to move up to isaac newton from homo neanderthalis the imagination reels at what might be accomplished in the billions of years that barring some cosmic catastrophe still remain on our evo­ lutionary clock
828,accordingly we have good reason to give credence to the most optimistic of optimistic cliches the skys the limit
829,no matter how many setbacks man faces he still has more than enough timehundreds of millions if not billions of yearsto rectify the cruelest mistakes and over­ come the worst setbacks of his earthly existence
830,this does not mean that modem man should rely on time alone to save him from himself
831,as an individual as a living being at the mercy of a fastticking biological clock he must act quickly or not at all
832,if he does nothing or not enough and drags the world under with him his only hope is that given enough time what has happened once may happen again that the west in some the ethnostate 57 faroff millennium will rise once again that nietzsches eter­ nal return in this case shortened to a billion years or so may come to the rescue
833,there is even a soupon of immortality in such lavish helpings of time
834,but none of these otherworldly panaceas can compete with the high expectations inherent in the religious promise of life after death
835,if evolution made the jump from ape to man in 12 million yearsno more than a grain of sand in the geological hour­ glassthen every human being on earth could perish tomor­ row and other primates would still have hundreds of oppor­ tunities hundreds of 12millionyear cycles to get back on the evolutionary track and reevolve into man
836,the mutations that once operated so successfully on primates would have almost unlimited opportunities to repeat the process
837,shortterm pessimism and longterm optimism would appear to be the proper combination of moods for contemporary western man
838,the westerners who are obsessed with the dis­ maying dysgeny of the modem world and refuse to consider the time factor and its restorative powers are simply not being realistic
839,there is a mountain of optimism out there for people who take the long view
840,men and women of european descent who note the decline in their numbers have a right to worry about the future since numerically most other peoples are either holding their own or increasing
841,but even here there is room for optimism
842,accept­ ing 800 million as the current world population of europeans either in their original homelands or overseas this figure is at least eight times higher than it was half a millennium ago
843,if a race can octuple itself in five centuries and reduce its size by half in three or four generations as now looks to be the case the least that can be said about it is that it has a very flexible birthrate
844,such flexibility might enable it to reverse its present decline by increasing its current fertility rate by only 30
845,europeans seem to go through cycles of massive energy outputsthe dorian invasion of greece the folk wanderings that ended the roman empire the settlement of north amer­ ica and australasia the overrunning of africa and consider­ able parts of asia
846,who can say that we have seen the last of 58 the ethnostate such racial dynamism
847,but if it is to recur let all the energy be directed inward towards the conquest of the mind not the conquest of territory towards genetic engineering and space exploration not more affirmative action legislation
848,albert j nock the wise old american political philosopher once tried to boost the morale of serious reformers not the professional dogooders and worldsavers by citing isaiah 1 9 who referred to a very small remnant of good people in the world
849,few of us ever meet them
850,few of us ever know who they are or how many of them exist
851,but they are there and they are always ready to help restore a sick people to health just as in ancient times according to the old testament the hebrew remnant rebuilt their ravaged and scorched promised land
852,nocks panglossian view is a tonic to depress­ ed members of white majorities
853,but it is hardly enough for the people who want immediate and tangible results from their labors
854,a more effective and enduring way to lift spirits might go like this im right so i will go ahead come what may
855,if no one listens so what
856,i would do what im doing even if i knew that my people were finished and didnt have a chance of a comeback
857,yes my ship of state my west may be going down but if she goes im going to make sure that at least one mem­ ber of the crew is still hoisting sail as she sinks
858,say to yourself if you must that you are a prisoner of destiny that you have little or no choice
859,but also say that since you are locked into the struggle you may as well make the best of it
860,is it sensible to feel pessimistic about events and situations because you like to think they are beyond your control
861,you had better think again or they will be beyond your control
862,we all know what usually occurs when different types of ani­ mals are locked up in the same cage
863,yet our presidents and legislators confused and pressured by voting blocs and special interest groups continue to do what no zookeeper would think of doing to animalsconfining different breeds of humans in the human zoos of the big cities
864,if this dangerous practice is not stoppedand the ethnostate would be a most effective way to stop itthen the entire west may become a killing field
865,the ethnostate 59 altruism at work
866,the generation of the 1960s was called the me generation
867,since in many respects it has acted more altruistically than egotistically its members could just as accurately be described as the they generationmeaning that they have put others first and themselves second
868,we have only to recall the immense amount of foreign aid that is con­ tinually lavished by practically all western nations on the underdeveloped countries and on nations with foreign policies hostile to the donors
869,it is the altruistic instinct of westerners that makes these financial outpouring possible though min­ ority pressures and media disinformation help it along
870,the golden mean has always been an honored western ethic
871,but there is no word in english for the national or in­ deed the personal behavior that lies midway between egotism and altruism no middle ground between me and them
872,apparently all peoples at one time or another are either inner­ directed egotistic chauvinistic or outerdirected altruistic charitable
873,the lack of a word for a behavioristic middle ground in the area of domestic and foreign politics demon­ strates that the golden mean despite its celebrity status has found no honorable place in the science of statecraft
874,the model altruistic state is america which calls itself a liberal democracy and which has developed a habit of going to war not only against but also for foreign countries and peoples while giving vast numbers of aliens millions of whom enter the country unlawfully the rights and privileges of citi­ zenship after only a few years residence
875,the families of the legal and illegal immigrants soon join them thereby over­ loading the welfare roles and reducing the amount of financial aid available to the nations own needy
876,is there any western nation that stands even close to the dividing line between egotism and altruism that puts its own interests first but does not allow either the egotism or altruism of its leaders to run riot
877,has any large nation or superpower learned that international meddling even international giving often leads not only to foreign but to domestic conflicts and confrontations
878,the ethnostate would appear to be one means of bringing the eternal egotisticaltruistic pendulum to rest
879,chapter 5 enlightened foreign policy proponents of globalism believe the best hope of mankind is a world government to supersede all other governments one that would establish and institutionalize one political legal and economic system for all mankind
880,whatever human differ­ ences exist would be treated as inconsequential
881,with a little carrotandstick shepherding the entire world would become one community
882,it is a noble concept although it tends to ignore that all pre­ vious attempts at international or world government have hard­ ly been successful
883,the league of nations which seemed to stir up rather than diminish conflicts gave up the ghost at the outbreak of world war ii
884,the peacekeeping record of the united nations is not much better witness the bloodbaths in korea vietnam cambodia tibet afghanistan and the middle east
885,the united nations only entered the korean war because the soviet member of the security council happened to be absent and could not cast his usual veto
886,soviet vetoes stymied practically every effort at collective action against communist and procommunist aggressors just as american vetoes and opposition stymied united nations attempts to curb israels persecution and dispossession of the palestinians
887,the united nations tried to remove saddam hussein from kuwait by peaceful means but president bush wanted war and he got his way
888,one way of ending family bickering is for contentious mem 60 the ethnostate 61 bers to move out and live apart
889,the same advice holds true for the family of nations
890,corralling many or all of the earths peoples into a world government may furnish them a stage instead of a battlefield to air their disputes
891,but it seldom settles them
892,keeping popu­ lation groups apart and separate sharply diminishes the pos­ sibility for disputes to arise
893,the safest guarantee of world order is to do what referees do in boxing matches
894,whenever they want to stop the slugging they separate the fighters
895,there are of course some situations and problems that de­ mand international or regional control and regulationamong them overpopulation and matters affecting the environment
896,but regional continental or global bodies that try to interfere with the purely domestic issues of a country often do more harm than good
897,different cultures have different moral standards
898,as long as these standards are not extended by force or undue persuasion beyond the borders of the state that is home to them they should not be a cause of concern to other states
899,universal empires are seedbeds of violence because they bring different peoples together and often force them to aban­ don their own habits and customs and mimic the behavior of their new masters
900,this form of oppression even when con­ ducted with velvet gloves instigates smoldering hatreds and feuds that are seldom extinguished until the alien yoke­ military economic or culturalis removed
901,globalists consciously or subconsciously aim at the reduc­ tion of all mankind to a common denominator thereby direct­ ly or indirectly pressuring billions of people to confonn to ways of life that are not their own
902,in the long run this process may work to the detriment of the pressurizers
903,in order to keep things under control the rulers slowly adopt the behavior patterns of the ruled
904,so while the cultural imperial­ ism inherent in globalism reaches down to alter the culture of those at the bottom of the power curve the increasing presence of the latter reaches up to modify the universal culture of the one worlders
905,as a result the cultural evolution of every­ one is often slowed if not permanently disrupted
906,62 the ethnostate some of the more fanatic globalists are convinced that one constitution one set of laws and one matrix of values should apply to all
907,they admit there are cultural differences but warn that paying too much heed to them leads to the aban­ donment of humanistic norms
908,in one sense this arrogant attitude tends to reverse the old adage let those who desire peace prepare for war
909,the internationalists who only desire peace on their own terms are not averse to the use of force to achieve their goal even though flourishing and unique cul­ tures are destroyed in the process and the planetary mosaic may lose more of its dwindling tesserae
910,when outsiders force any population group to give up change or modify its mores the seeds of perpetual discord are sown
911,wars have been fought for a multitude of reasons one of the most important being the desire of people to conduct their own affairs to worship their own gods and walk in the ways of their fathers and forefathers
912,to deny these basic rights to any population group is tantamount to a direct assault on its members privacy which is often their most precious possession
913,but this is not to say that the word international will dis­ appear from the dictionary with the advent of worldwide devo­ lution
914,there will still be international organizations
915,what will be heard much less frequently are the words national and nationalism as the number of nations diminish
916,in contrast to the goal of the united nations however which is to keep the peace by bringing people together the chief purpose of future global bodies will be to guard the independence and sover­ eignty of ethnostates
917,ecology and environmental problems will demand various agreements between two or more states as will foreign trade which should be kept to a minimum not­ withstanding that ethnostates with limited resources will need help from abroad until they are able to put in place auton­ omous or semiautonomous economies
918,some ethnostates of course will always need certain minerals and agricultural pro­ ducts possessed by other ethnostates more favorably endowed by nature
919,the ethnostate 63 globalism no
920,unfortunately for both jews and nonjews jewish organizations will probably be in the forefront of opposition to what is being proposed in this book although israel or rather the vision of a future israel in the eyes of many zionists comes quite close to fitting the description of an ethnostate
921,so far the jewish state has depended and contin­ ues to depend on western mainly american and german financial aid for its survival
922,without the annual billions of dollars of public and private grants and loans the israelis relatively high standard of living would fall drastically
923,since ethnostates are against foreign aid in principle and since israel has a vital interest in delaying or preventing any development that might endanger the subsidies which are its economic lifeblood the zionist state would have to reshape its economy drastically before it could qualify for ethnostatehood
924,many foreign nations especially those with founded or unfounded fears of western cultural and financial imperialism would welcome the division of the west into ethnostates
925,the establishment of smaller political entities would tend to weaken western economic predominance by watering down the eco­ nomies of scale
926,latin american states would eagerly applaud what they would perceive as a dismemberment of gringoism
927,small western nations like belgium holland and the scan­ dinavian countries would be happy to see the big powers cut down to size by their division into smaller units
928,since most black african nations are synthetic political constructs sitting uneasily on top of centuriesold tribalism they might try to mimic rather than oppose the devolution of western economic powerhouses
929,one of the beneficial consequences of breaking up nations into ethnostates would be a healthy narrowing of what might be characterized as political vision
930,since they have no strong cultural core multicultural states
931,develop bloodless and ab­ stract philosophies of government
932,events that happen any­ where are often viewed in the same light as events that happen next door
933,few allowances are made for different behavior pat­ terns
934,if any state deviates from some arbitrary universal moral norm then its sinful deviations must be punished by a break in 64 the ethnostate diplomatic relations a hostile media campaign economic sanc­ tions even military measures
935,in contrast to small countries which encourage or should encourage their citizens to think small big countries encour­ age their citizens to think big to worry more about what is happening abroad than at home
936,the more attention large nations devote to other countries the less attention they will devote to their own problems
937,problemsolving should extend from the individual to the community not the other way around
938,jesus spelled it out quite nicely matthew 7 23 but most western politicians if they have not forgotten his words certainly do not heed them thou hypocrite first cast out the beam and mote of thine own eye
939,for a brilliant rundown on the dangers provoked by americas ideological fixation on foreign policy see the roots of the modern american empire and the tragedy of american diplomacy by william apperson williams
940,most if not all multiracial nations are populated by ethnic groups which have real or imagined genetic and cultural ties with majorities or minorities in other nations
941,these biological or psychological links can cause severe distortions in foreign policy
942,the population groups in one country want often demand and frequently get special treatment for the nations for whom they feel a special kinship
943,as a result the interest of the nation as a whole often takes second place to the interests of racial and cultural lobbies which secure special trade advantages and financial aid for the governments they favor while the nations they disfavor are punished with economic sanctions
944,in the worst case this racial and cultural lobbying can lead a multiracial nation into a senseless war
945,foreign policy disputes will be greatly reduced in ethno­ states since whatever lobbying influences are brought to bear will come from people of the same racial and cultural back­ ground
946,if citizens are asked to put their lives on the line it will not be to satisfy and mollify minorities and pressure groups
947,just as racial infighting will disappear in a monoracial state so it ought to disappear in the conduct of foreign affairs
948,there will of course always be differing attitudes towards the ethnostate 65 foreign policy in an ethnostate but they will be mostly con­ fined to differing ideas about political and economic systems much safer subjects than race
949,if racial motives are involved at least they will be directed towards shoring up the defenses of a racially and culturally related foreign state
950,in some ways world wars i and ii could be viewed as civil or intraracial wars members of northern european descent britons and most americans against other people of northern european de­ scent germans
951,the ethnostates accent on race will flag the internecine aspect of such conflicts and help to nip them in the bud
952,those who deny the existence of minority influence on the foreign policy of the united states might ask themselves this question would south africa have been targeted with eco­ nomic sanctions and would israel have received massive out­ pourings of american financial aid amounting in one form or another to more than 50 billion since the founding of the zionist state in 1948 if the united states had no negroes or jews
953,despite the american war of independence the war of 1812 and a few diplomatic sore points in the 19th century britain and the united states maintained a relationship that often approached cousinhood
954,today british leaders watching the changing racial makeup of america see this traditional relationship fading
955,this was made plain by british con­ servative party chairman norman tebbit when he announced that this demographic shift will inevitably drive the two countries apart
956,ill be sorry he said to see the united states becoming a less anglosaxon country a less european country
957,transforming america into a patchwork of ethnostates would probably reawaken feelings of kinship with britain and other northern european countries
958,at the same time black hispanic and asian ethnostates would strengthen their own ties with africa latin america and the orient respectively
959,an ethnostate or ethnostates composed of the descendants of southern europeans would intensify their racial and cultural links to italy spain or greece
960,there might even be an ethno 66 the ethnostate state for americans of eastern mediterranean and arab origin
961,instead of an oversized overextended overpopulated nation seething with ethnic groups of sharply divergent backgrounds all busy promoting their own particular foreign and domestic agendas a string of ethnostates would permit various popu­ lation groups to move in various political economic and social directions without domestic opposition from other groups moving in opposite directionsall for purely racial reasons
962,better to have separate states than separate racial groups within one state
963,the small mono racial state is free to follow its destiny without being hobbled by the internal racial dissension that wreaks havoc in multiracial states
964,governing a melting pot whose contents have never melted and are becoming more unmeltable with each passing day is a labor that even hercules would refuse to tackle
965,fear and distrust of foreigners and strangers is an inborn survival mechanism
966,it has its obvious positive points because it stimulates and strengthens group cohesion
967,but the same mechanism can be turned to the advantage of an aggressor who wants to stir up war fever against another state
968,sad to say one group of people can be persuaded to hate another group of people thousands of miles away even if the latter shares a lot of genes with the former
969,it is much easier however to develop an abiding hatred for strangers and aliens who move next door
970,empirebuilding is the opposite side of the coin of devo­ lution
971,aggressive and expansionist forces generally take over when a nation goes on the warpath
972,conversely when a nation becomes weak it poses much less of a threat to its neighbors
973,though the military aggression of one nation against an­ other should disappear with the nation states themselves it is inevitable that some ethnostates egged on by overly ambitious politicians will try to intimidate threaten and even assault their neighbors
974,to avoid this situation some higher authority must make it dramatically clear that a resort to force by any state ethnoor otherwise would provoke swift retaliation
975,the use of arms or armies by any ethnostate against another would be a stem global nono
976,merchants of death caught selling arms the ethnostate 67 to anyone will meet the same fate that their wares have reserved for millions of others
977,military aggression will not only go down in the law books as a high crime but a crime against the very concept of devolution
978,the ragnarok defense
979,an ethnostate relying solely on its own defense capabilities could hardly survive an assault by a wellarmed aggressive nation or group of nations
980,this would seem to be a reasonable statement until one asks three per­ tinent questions a is not a homogeneous fighting unit all else being equal better at combat than a heterogeneous one
981,b do not the people of a homogeneous state display greater loyalty to the state and a greater spirit of sacrifice than a motley disaffected racially mixed population that has little in common but citizenship papers
982,c is not a small monoracial state composed of a united technologically proficient people likely to wield as much military power as a huge sprawling internally divided multiracial behemoth
983,though it may sound more ominous than cynical the advent of nuclear weapons appears to have been purposely timed to usher in an era of ethnostates
984,today for perhaps the first time in history a small state has the ability to defend itself success­ fully against a powerful military assailant
985,all that is needed to immeasurably damage the aggressor is a few thermonuclear warheads mounted on missiles that can hit and demolish the enemys largest cities
986,obviously the small state with its mea­ ger stock of nuclear weapons would suffer much more dam­ age than its adversary
987,the odds are it would be all but oblit­ erated
988,as for the aggressor state the most it could hope for in the way of victory would be that the loss of two or three of its largest cities and millions of its population would not have a crippling and irreparable effect on its status as a great power
989,faced with such a bleak prospect no such nation is likely to start a war that would end in defeat for winner and loser alike
990,many defensive treaties would surely be enacted when ethnostates finally take shape both in the new world and the old
991,several of the ethnostates carved out of the united states would share long stretches of frontiers
992,the proximity of some 68 the ethnostate of these states and their racial and cultural links would make effective defensive alliances relatively easy to organize
993,what is more some of these ethnostates will either inherit a nuclear arsenal or have the technology to develop nuclear weapons in quantities and destructive power sufficient to give any potential aggressor second thoughts
994,since it would be in the interest of these ethnostates to prevent any foreign power from meddling in new world affairs there is no reason why the monroe doctrine could not be revived by extending a nuclear umbrella over both north and south america
995,poorer and weaker eth­ no states in the western hemisphere should welcome this pro­ tection
996,in europe any expansionist nation would be warned by a network of ethnostates that the slightest aggressive move would be met by a hail of nucleartipped missiles
997,the two atomic bombs dropped on hiroshima and nagasaki made it plain that any nation that still clings blindly to notions of traditional warfare would be faced with an enormous strategic disadvan­ tage
998,every ethnostate must provide for its survival in the event of a nuclear conflict by constructing sufficient shelters and facilities so that when the devastation is over enough citizens will have survived to rebuild the shattered infrastructure
999,mem­ bers of every ethnic group must have drummed into them that they and their culture must not be allowed to die
1000,whole cities can be buried underground or tunneled into mountains
1001,fro­ zen sperm and ova willlastjor years if not centuries
1002,only the spirit of defeat will bring about defeat
1003,only belief in the possibility of total destruction will make total destruction pos­ sible
1004,war deterrent
1005,skeptics of this study have a right to ask if ethnostates while ending many of the causes of domestic violence might not increase the chances of war
1006,race has always been a prime cause of conflict
1007,too much stress on ethnicity might bring out more of the belligerence and ag­ gressiveness inherent in man
1008,would not the benefits of the ethnostates domestic policies be nullified by the dangers they the ethnostate 69 provoked in foreign policy
1009,this wellfounded skepticism can be answered and perhaps allayed by asserting that the ethnostate would never fail to take into account mans aggressive nature both as a source of his achievements and of his proneness to violence
1010,in regard to the latter the identification of an ailment is the first step towards its cure
1011,modem warfare can all too easily be ratcheted up to geno­ cide which in an ethnostate with its accent on racial preser­ vation is the crime of crimes
1012,in this light anyone who starts or leads a war of aggression automatically qualifies as a war criminal the moment his troops his warplanes or his missiles violate another countrys frontiers
1013,he is guilty of the geno­ cide not only of a neighboring people but of his own people who will suffer grievously when his victims launch a massive nuclear retaliation
1014,not too many politicians and generals would like to go down in history with such a blot on their reputations
1015,in the past historians have looked upon great conquerors with some toleration even with an element of hero worship
1016,once the criminalization of war has been drilled into their minds the citizens of ethnostates would develop a lasting suspicion of powerhungry leaders who would probably be neutralized before they could show their hands
1017,this suspicion once it is widely diffused might well provide the greatest sur­ ety against war yet devised
1018,there is both irony and gratification in the prospect that the ethnostate the most antiecumenical of states might prove by its enlightened noninterventionist foreign policy to be the most effective and stalwart deterrent to the devastation of the ecumene
1019,chapter 6 unitary politics statecraft
1020,in the measlrement and evaluation of political leadership character is as important if not more important than intelligence
1021,a high iq combined with a high cq char­ acter quotient provides the statesmanlike qualities needed at the helm of every society particularly advanced societies
1022,unlike intelligence character can be measured better by past performance than by tests
1023,a politician cannot have too much intelligence or too much character but he can have too much ambition which becomes a pernicious vice when it prods him to sidestep the law to win and hold office
1024,too much ambition besides propelling a politician beyond the bounds of permissible conduct often advances him to a position for which he is unqualified
1025,ambi­ tion it should be added is an extremely difficult trait to mea­ sure though it is the factor that may weigh most heavily on a politicians performance in office
1026,one means of raising the quality of leadership would be to establish an academy of statecraft with attendance restricted to mature individuals in their midthirties to early forties care­ fully selected on the basis of their resumes
1027,after several semesters of statesmanship the topranking graduates would be moved into departments of government where their work and duties corresponded to their special fields of study and competence
1028,once in active government they would be graded every year and promotions or expulsions would depend on 70 the ethnostate 71 their perfonnance
1029,such a curriculum when combined with high intelligence and exemplary character on the part of the individuals taking it should tum out young statesmen who would radically improve the quality of modem politics which all too often has become the stamping ground of lowly minds
1030,instead of votes graded perfonnance in office would be­ come the test for high officialdom
1031,a high grade in moral behavior would be as important as any other requirement for government posts
1032,moral leaders will simplify statesmanship since their presence in high office would reduce the number of checks and balances an often poorly functioning fonn of protection against political malfeasance
1033,the only means of doing away with government entirely would be to breed a higher type of man
1034,but the eugenics pro­ gram that would make this possible is a nonstarter with timorous western politicians
1035,they simply will not buy the argument that homo sapientissimus a new improved human would lead to the establishment of a new improved govern­ ment that would prioritize morality over constitutions and statutory law
1036,both positive and negative eugenics programs can be put in place in an ethnostate without the necessity of imposing harsh and seemingly inhuman rules and regulations and without insulting or outraging the feelings of those who for religious or other reasons are finnly opposed to any fonn of biological detenninism
1037,the homogeneity of the population would do much to diminish or smooth over dysgenic attitudes and sen­ timents since critics would not be able to associate eugenics with racism
1038,not even liberals should object too strongly to preventing the birth of defective offspring and to encouraging marriages between the more intelligent and more moral ele­ ments of the population
1039,eugenics would produce a bumper crop of gifted children whose talents could be spotted early and who could then be immersed in special education projects
1040,superior genes plus a superior environment designed to squeeze the best perfonn­ ance out of genes should prove a unique combination for producing generations of topoftheline statesmen
1041,72 the ethnostate macfarlane burnet in his book endurance of life has writ­ ten that it will take at least a thousand millennia to change human nature sufficiently to accept a sensible eugenics pro­ gram
1042,let us hope his timetable is off by 999990 years
1043,ethnostates would create small strong unities out of large weak unities and transform the world into a brilliant and colorful patchwork of sovereignties
1044,ethnostates would unite oncedivided communities by distilling out the incompatible racial and cultural groups and where feasible combining like with like
1045,new political entities would be formed largely by rearranging and modifying old ones
1046,race by providing a population group with a set of physical and mental traits that distinguish it from other groups is a strong force for unity
1047,since every political and social entity must have some binding force nothing would serve this purpose better than ethnicity
1048,the grand purpose of ethno­ states is to make the most of human differences by letting them develop and flourish in their own unique settings uninfluenced by alien cultures and races
1049,using atomic fission as a metaphor the splitting of nations and empires can be looked upon as the creation of a huge psychological force field which keeps the human mind radiating
1050,the proper management and control of these bursts of imagination and inventiveness should be a prime goal of political economic and social leadership
1051,some words on citizenship
1052,there is no such animal as a pure citizen a socalled citizen of the universe except in the minds of globalists and wishful thinkers
1053,every person even the protagonist in edward everett hales man without a country started out as a citizen or at least a native of some state
1054,today most westerners are citizens in name only
1055,the various political and social obligations that an authentic citizen owes his country have mostly gone by the boards along with such intangibles of citizenship as a sense of belonging and various sentimental attachments
1056,in the west many of these modern fainthearted halfbaked citizens have been psycho­ logically quarantined inside their own countries while more the ethnostate 73 dynamic population groups take over
1057,they still retain some pride in what their ancestors accomplished in the art of nation­ building but are largely unashamed that they have let their inheritance fall into other hands
1058,people have difficulty believing they are more than nominal citizens of a state in which they have lost faith
1059,without an esprit d etat all that holds a state together is a few shreds of tradition a common economic system and the force of law
1060,this is woefully insufficient cement
1061,in the great moments of western civilization persons were proud to boast i am an athenian 
1062,
1063,
1064,am a florentine  
1065,am a frenchman  i am an englishman 
1066,
1067,
1068,am an american
1069,today many people act­ ually apologize for being citizens of country a b or c in this decadent age it is often considered chauvinistic or even jin­ goistic to claim allegiance to ones own nation
1070,states particularly large and overpopulated nation states should not become holding pens for drifting waves of humanity
1071,they should remain living expressions of the artis­ tic scientific and productive acumen of their citizens
1072,the people who have been making western cities unlivable should have stayed at home and made their own cities livable
1073,ethnostates would encourage their citizens to make their own cities more attractive and comfortable for themselves not for aliens legal or illegal who bring with them the behavior patterns and attitudes that created the slums they left behind
1074,inevitably the cities they move to begin to resemble the ones they fled
1075,the altruistegotist balance
1076,altruism might be defined as both a curse and a blessing
1077,without this instinct we would be living in a hobbesian world of incessant warfare which is to say we would hardly be living at all
1078,on the other hand if we were endowed with too much altruism we would have an equally poor chance of surviving since we would put our own lives second and everyone elses first
1079,in certain circumstances selfsacrifice is beneficial even crucial to survival
1080,but when altruism asks us to put higher values on the lives of others than we put on our own our very existence is at risk
1081,74 the ethnostate the ethnostate is made to order for the maintenance of the proper and often delicate balance of a successful society
1082,it is small and united enough for its authorities to douse the flare­ ups of altruism that can lead to dangerous meddling in the affairs of foreign states
1083,at home too much egotism can end in unrestrained anarchy
1084,though it promotes the cooperation and mutual aid without which civilization is impossible altruism must be reined in when it reaches a states frontiers
1085,it should not be extended to fishing in the muddy waters of other peoples problems
1086,there is always plenty of work cut out for altruism at home
1087,people on the other side of town are often in greater need than some­ one halfway around the globe
1088,we should be very leery of those who keep urging us to work for the greater good of those who care nothing for our good
1089,expansive or exaggerated altruism is a symptom of high civilization on the way down
1090,it is noticeably absent in the birth throes of a state
1091,other caring in the sense of caring for outsiders can only be afforded when the survival of ones own population group is assured
1092,only when individuals no longer have to worry about tomorrow or about acquiring the bare necessities of life can they afford if they are so minded to let their attention roam to foreign shores
1093,on the domestic front as a state ages minorities depend on the altruism of the majority to obtain the privileges they strive for but may not always deserve
1094,to paraphrase shakespeare some minorities are born equal some achieve equality and some have equality thrust upon them
1095,affirmative action operative in varying degrees in practi­ cally all western countries is altruism pushed to the extreme and enacted into law
1096,once this happens and reverse discrimi­ nation becomes the order of the day the level of altruism in the general populace will slowly drop off
1097,traces of egotism can almost always be found in altruistic acts
1098,the donor of a large sum of money to a charity takes great pleasure and pride in giving even when he does so anonymously
1099,western governments have been so successful in showering their own citizens and foreigners with material com the ethnostate 75 forts that they have fallen into what might be called an altruistic frenzy
1100,western foundations and private donors vie with each other in giving the socalled disadvantaged nations whatever they ask for
1101,meanwhile domestic altruism is enshrined in vast budgetbusting welfare programs
1102,too much altruism dulls the work incentive that must be instilled in all able recipients of aid if they are ever to climb above the poverty line
1103,to stop the vicious cycle in which wel­ fare creates demands for more welfare we have to become more egotistic without becoming egomaniacal
1104,altruism is affordable when the political social and particularly the economic conditions are ripe
1105,when they are not altruism is or at least should be put on hold
1106,among its many negatives altruism has a tendency to make us soft and excessively kind to others
1107,not so long ago our ancestors looked upon bloody handtohand warfare with equanimity
1108,today we are squeamish at bullfights and swallow handfuls of pills at the slightest twinge of discomfort
1109,altruism which flourishes in eras of the easy life puts us in the wrong psychological mood to accept physical suffering and abuse which in tum prevents the adoption of the stem measures needed to maintain order and discipline
1110,altruism in short helps to immobilize us in times of crisis
1111,character
1112,controversy swirls around iq scores which are valid for measuring if not intelligence at least verbal agility and mathematical skills
1113,whatever else can be said about them iq scores are fairly good predictors of how well or how poorly a student will do in school and college
1114,but how to measure character
1115,some preeminent psychol­ ogists raymond cattell comes to mind have developed a battery of comprehensive tests to achieve this objective though some psychologists dispute the results
1116,it turns out that minority groups with low average iqs also have character problems
