,0
612,and if one or a set of these or some new belief that hasn’t even appeared yet is the cause of the end of civilization in every cycle
613,a frog once suggested to me that the explosion of african populations in our time is the event that the movie alien describes a population bred under the most extreme pathogenic load and that despite its weaknesses in cold weather can nevertheless wreak so much damage on the rest of the world that societies collapse under the march of the zombi i personally doubt this
614,asia will shut them out without glancing twice or hearing of their suffering
615,i think instead the end in previous cycles has varied but that very often and most interesting one cause has been the emergence of brotherhoods of savage men who have decided to purify the earth and rid it of the infestation of the human cockroach
616,because unfortunately in the long run the development of civilization and comfort leads to the proliferation of damaged life the innovation of mankind leads to unspeakable abortions of life and men on the periphery who want to preserve the natural order begin to plot the end of everything
617,i also wonder if some ancient civilization has managed to escape all these cycles of destruction and has hidden underground somewhere
618,maybe they are really eternal and live life as an experiment detached seeing it as a playful dream they can observe at a distancemaybe an emissary surfaces from time to time so they can amuse themselves
619,i shudder to think though that by this same reasoning the aborted robot life to which the mass of mankind inevitably degenerates in each cycle of civilization also survived maybe in small communities of “moles” inside dry hills of limestone or not far underground in old networks of caves and tunnels
620,no doubt stories of vampires kobold cryptid humanoids and many others might refer to these degenerated stragglers that prey on us and terrorize usno doubt many among the ranks of deities have come from both types and stranger things still exist under the earth
621,please see deros if interested
622,there are more things
623,28 there can be no “artificial intelligence” in the way that people really mean it
624,if they mean some machine that approximates the intellect of man this may be possible and even very useful although they’re very far from their goals at the moment
625,success at chess is their one great achievement but they fail still at kicking a ball pouring ketchup recognizing simple objects could one hunt or survive being hunted
626,but they never mean just the intellect in this way or a crude approximation of it when people speak of “artificial intelligence” what they always mean is artificial life a robot of some kind or an artificial consciousness indistinguishable from human consciousness
627,there is an apparently different but in fact similar speculation that nerds love that the universe is “logic” or information
628,that what constitutes matter can in fact be recorded as “information” as relations of logic and that therefore the universe must be precisely thisthis is behind also the belief that you can “upload” your intelligence to a computer and attain immortality and many related forms of imbecility
629,the motivation for this is nerdishness and also somewhat the jewish way of thinking or the judaizing tendency that promotes facility with words and number but approaches mental deficiency and even retardation when it comes to anything visual
630,the jewish hatred of matter an ancient prejudice that precedes the bible and the hatred also for beauty that they share with other semitic peoplesand many others besidesall of this comes together to promote this kind of aggressive nerdishness
631,this is the origin of many of these claims though it shouldn’t be imagined that here or elsewhere i am referring to all jews or that this absolves nonjews
632,because the “judaizing” tendency i talk about is inherent to human nature and is very common also among nonjews and in some degree it exists within everyone together with the counteracting love of vibrant matter image and beauty
633,it just exists in different degrees in different people and peoples
634,in any case all of these delusions that you can be “uploaded” because your “brain” can be uploaded that “the universe is information” or that something like “artificial intelligence” actually can exist are all at bottom the same delusion and the same power fantasy of the nerd
635,the nerd can be described as a person of inelegant and pedantic intelligence often middling intelligence who takes excessive pride in the intellect even in the memorization of facts the design of clumsy concepts to which reality is then expected to fit like to bed of procrustes
636,and he identifies with it
637,there are very rare people in history even a few saints and martyrs who were ashamed of their evil character and will and sought salvation in contemplation sought some escape in this
638,these are sometimes noble people but this doesn’t describe the nerd
639,the nerd doesn’t hate himself his nature his tendencies or spirit nor is his intellect powerful enough to overawe his needling will and consider things without the pressure of interest or the gravity of petty desires
640,he never sees things like the true genius or the artist does when the perceiving part of the intellect becomes so powerful that it really overpowers everything elseso that the fullness of the object occupies all of consciousness and an idea or some new insight into the world is actually grasped
641,no the nerd is a creature of will under the direction of a petty will in the everyday sense and all of his thoughts concepts and designs have a forced quality because they refer always to need and desire for some kind of gain
642,this very often is just material gain but the desire for prestige is even worse
643,in men of intellect the desire for prestige is often the most disgusting especially when there’s no native manliness because this leads to cowardice and lies to others and oneself
644,for this reason nietzsche said manliness is the first requirement of the philosopher but there’s no one farther from the philosopher than the unmanly nerd and there’s no enemy more implacable of the human race and of the genius of the species than just this nerd and everything he represents
645,the attempt to “mimic” life through algorithms through the bruteforce of trialanderror will never create either life or “consciousness”just what would such a machine be “conscious” ofbut just that a mimicry or parody of the middling human intellect
646,a mirror and exaltation of the false intellect of the nerd that never leaves the stream of words syllogisms motives and desire that is always forced and contrived because it’s under pressure of some petty need
647,and it’s really grotesque
648,it’s as if you have a girl you desire she dies but using big magic you reanimate her corpse put makeup on her reteach this zombi to speak force her to copy all of her old habits condition her like you would a pigeon to act in ways you remember and that you liked
649,but in the end she’s just a reanimated liveaction doll and this is grotesque
650,this is just what “ai” is
651,it is a fantasy of power of the conspiracy of biological interests that unites the nerds the intellect of “reason”the party that believes in empty wordsthe middling and the jews of the human spirit into hoping for their golem
652,“ai” is the golem of those who hate life
653,it is their true messiah and their vengeance
654,29 youth and beauty are universally hated in almost all human societies in history
655,these societies are run by decrepit sclerotic old men
656,sometimes they use image of fat woman “earth mother” to beat the young men over the head with and make them submit
657,other times they promote ugliness in all ways ugliness and perversity in custom scarification circumcision selfmutilation
658,customs and religious authorities that concern themselves with how you should wipe your ass brush teeth how many fingers to insert in anus to achieve such and such “magicalmedical” goal petty legalisms of all kindsthe shiite sect among muslims and rabbinical judaism are most like this
659,all of this smothers genuine religious enthusiasm and the true oracular science from which can evolve arts of great beauty
660,often their food is unappetizing and looks like boiled rocks
661,their languagesmost human languages are so hard to listen to
662,tagalog is almost torture to hear though i don’t mean to single out this culture it’s hardly the worst in terms of love of ugliness actually the filipinos can be a pleasant people with an impish sense of humor inherited from the longlost negritos now absorbed in their population
663,their people are ugly millennia of arranged marriages for financial gain among the indiansoriginally a noble peopleled to a nation now of one billion that almost never wins any athletic contests that has won fewer gold medals since its inception than tiny croatia has since 1992 where both the men and the women are inbred ugly unsexy and almost deformed
664,i don’t mean to pick on them because they’re hardly the only ones and this ugliness physical ugliness is almost universal in the human race
665,beauty is the very rare and precious preserve of tribes that have striven to promote childmaking for something other than financial social and political gain
666,no the promotion of ugliness is nearly universal and the love of beauty is so rare among the great civilizations only the ancient greeks the french the japanese and somewhat the italians are true lovers of beauty and refinement and have based their existence exclusively on the promotion of beauty
667,how many times in history have cultures become ugly and petty because financial interest overrode eugenics in marriageand free love though not perfect is somewhat more eugenic than letting fathers trade daughters for personal gain
668,in their hatred and distrust of beauty one feels such societies live under a tremendous pressure of needs
669,their true ruler is the god of gravity and they are dominated by fears of the future unspeakable anxieties about money and matter and importune brutish behaviors all motivated by need by the desire to grasp by the feeling they all nourish that they’re being taken advantage of
670,they always feel they’re being disrespected
671,the desire for respect is the true mark of the foreverslighted
672,the distrust of beauty is sometimes sold as the highminded rejection of material desire by the saintly or the kind or the contemplative
673,but that’s just nonsense and you can see it in this way
674,beautyhating cultures have one other peculiarity they all share which is very revealing
675,they hate also privacy and personal space they hate also beauty in good and refined manners
676,these societies are based on such popular solidarity that it’s considered normal to barge in on other people absurd to demand to knock they make animal sounds when eatingor the way such people are often said to smell in history whenever such societies are encounteredall of this tells you what the hatred of beauty is really about
677,freud refers to the inner pain many of his clients experienced trying to shift from this kind of medieval collective smothering culture of ugliness to one where personal space and distance refinement and beauty were instead valued
678,it’s about the hatred of distinction or superiority hatred of the principle of difference and distance between individuals  that is by contrast so prized in those very few beautyloving cultures
679,and the hatred of superiority comes from the suspicion the many in such beautyhating societies feel that in not being subject to the horrible pressures of need and anxiety under which they themselves live that the beautiful and carefree make a mockery of what they take most seriously
680,the beautiful threaten to unravel the regimentation under which they must subject their constant crude need for things
681,this is why such societies descend to the lowest types of faggotry whenever their native laws are even slightly relaxed
682,islam is most like this
683,jews when devoid of their religion as well as persians who live under the tyranny of shiite law and most of all the people of the gulf states all revert to a crude animal condition without their rigid laws and become completely dissolute as the arabs were said to have been before islam
684,and they will soon return to this
685,i don’t need to add notes for spergs and pedants men like john milius are excepted from such judgments but their existence has nothing to do one way or another with my point here which is about general types and the ways these generate
686,i am speaking of two opposing views of life that are based in two very different needs of two very different biological orientations
687,there can be no compromise between those who live under the pressure of need and of material increase who are the walking shadows of the dead and on the other side those who are carefree joyous pleasureloving and worship beauty
688,one seeks the preservation and expansion of mere life the other seeks the exaltation of life
689,30 among the greeks the man of power was called aner who was different from the other word used anthropos which referred just to some shadowbeing indistinct some kind of humanoid shape
690,the real man was rare and most males were not and are not real men
691,the word in beginning was used only for demigods and superhumans like achilles or diomedes or odysseus
692,in the iliad diomedes in his moment of glory is compared to lion whose spirit has been aroused by anger at wound and scatters the shepherds and dogs before him
693,athena kindled a fire on his head and shoulders and marked him as one possessed by the true inner force inside all things
694,this burst out of him now and made itself light up above all others
695,the real man was a man filled by courage and daring that all came from an excess of being
696,this idea was shared also by other aryan cultures the roman vir the sanskrit and avestan nar the welsh ner the protoindoeuropean hner all ultimately refer to a kind of vital life force capable of superhuman strength
697,there is other word related having to do with manly youth ayu ayu refers to the youthful lifeforce that renews itself in each generation that moves from life to life without end forever persisting
698,it is behind all the indoeuropean words for youth and youthful strength and power
699,it appears in latin iuuenis in sanskrit and all the germanic and english forms
700,but most of all it is this same word this same idea that is behind the latin aetas and aeternus behind the vision of an age a cyclical age of eternity
701,how pregnant in meaning that youth and eternity are the same word and idea in these languages
702,the gothic and germanic words are the same
703,this idea very vivid in greek
704,in this the words aiei meaning forever and the word aion both contain at their root this meaning of lifespan lifeforce youthful strength
705,these peoples saw the vigor of youth as the true driving force behind life and behind all things forever renewing itself reincarnating itself anew in each generation in full force though the memories of men and of societies may disappear
706,if you want the most beautiful poetic expression of this view you must see in the iliad when homer describes the death of euphorbus
707,his death is compared to young tree in its prime blown down by strong wind
708,pythagoras looking on euphorbus’ shield in sicily broke into tears remembering that he had been this man
709,he knew of what was hidden on the other side of the shield
710,this view persists and this is why someone like dh lawrence could look on the sarcophagi of the ancient tuscans and see in this pleasureand beautyloving people a celebration of something very similar
711,they put on their funerary objects images of reveling and feasting and abundant flourishing life and great joy wine parties leaping dolphins to remind themselves that this irrepressible force nature youth continues anew in each generation and is never defeated by death
712,in same way when i poast physiques of beautiful and handsome youths i do so because in contemplating them i am filled with a deep calm and joyi see in them the persistent rejuvenation of this same eternal force that is inside all things
713,i see in this force the hidden design and intention of nature its reaching beyond itself
714,its designs are unspeakable and what it reaches and wants is mysterious to us can only be understood imperfectly and through metaphor
715,its “plan” and design is beyond human comprehension but it is without doubt that it is striving against numerous other “factions” and centrifugal forces for the production and creation of a superior creature of some kind a specimen of terrible beauty and power
716,i have no doubt that the gods if they exist would look only like perfected and improved versions of beautiful physiques of young men just like they showed themselves to the greek oracles in dreams
717,they were the first to discover the true biological and physical form of the man the correct form the true proportions
718,i have no doubt also that this force in being inside us together with others has made human history life and our own minds the battleground and stage of its action and that passivity in the face of its power is therefore absurd it calls on us to allow ourselves to be possessed by it and to wage war on its behalf against its enemies
719,if you want to understand the true power of aion of the eternal youthful energy that is the universe you must study what remains from heraclitus when he uses this word and how he connects it to the idea of fire that is the essence of all things and all action
720,and he is very right when he says “the best desire one thing above all everflowing eternal fame among mortals but the many glut themselves like cattle” this is what i believe in
721,part two parable of iron prison 31 if you recognize pathology brokenness denatured life as what it is it can teach you a lot about life in healthy state
722,there is nothing wrong with looking in life under distress if you no confuse it for life in ascent and freedom
723,when you put some kind of working dog like terrier even cute jack russell in city apartment they will start to try to dig through the floor
724,this mode is inborn to them they seek the development of their powers and there are very few sadder things than to see animal thwarted like this
725,playing at becoming itself but reduced to a doll and useless acting
726,carl schmitt said “they’ve put us out to pasture” this is the condition of life in modern world
727,32 modern world not bad just because modern and it is better than some ages in the past
728,many parts of past were as bad or worse than our situation and for the same reasons
729,the modern is “nothing new” it is the return of a very ancient subjection and brokenness under new branding promoted by new concepts and justifications
730,if you want to see our future look to europe as it existed before 1600 bc or much of the world as it was until recently and still isthe communal life of the longhouse with its young men dominated and broken by the old and sclerotic by the matriarchs the blob and yeast mode in human life overtaking and subjecting all higher aspiration
731,aztec “cities” with twenty morons sleeping and eating off the floor demagogued in the masses by blood hungry priests with dead eyes
732,it is no different if they use the doxies of reason and logos to cart us off to this life
733,33 a history of modern brokenness so many different things have been written about the evils of modernity or the crisis of our situation
734,both on left and right many maybe most feel something has gone terribly wrong
735,even those who love some aspects of the new age like technology look away from our banal time and instead hope for a futuristic flourishing that is not yet here
736,i’m a little tired of all this
737,i don’t want to just repeat more aspersions of modernity which many of you already know
738,most of these are footnotes or commentaries to nietzsche’s prologue from zarathustra where he describes the last man
739,the last man has been wrongly confused for the bourgeois though nietzsche says it’s something much worse
740,houellebecq whose explanations of the sexual problem of modernity of the incel all of these explanations are amazing and true but even he is just following nietzsche
741,if you want to understand true problem of our time you can read that then and i won’t dwell on it
742,i want only to deal with one particular case of domestication brokenness of potentially high life that has been thwarted to illustrate modern problem
743,the peculiar “history” of how the queen develops the modern effeminate homosexual is very telling
744,the problem of the modern homosexual is revealing because it is the model according to which many other kinds of higher life have been thwarted and warped into something else
745,don’t be fooled by propagandists the modern homo has nothing to do with ancient “predatory bisexuality” or with the pederastic rites found in many societies
746,on one hand such people as the modern queen have always existed but on the other there are many specimens now who become this who would not have before
747,it is very unfortunate event in life of animal
748,camille paglia says that the modern homosexual is the product of the pressures of postindustrial life
749,her model for this is that a very sensitive young boy open to aesthetic experience of all kinds maybe the kind of slightly neurotic and artistic boy that a century ago would have experienced synaesthesia such boy is turned off by the horseplay and “rough” masculinity of his brothers and father and other boys his age
750,the distancing from this masculinity is concurrent with his becoming overclose with his mother idolizing the feminine upon puberty the distance or fear from masculinity leads him to eroticize it while he turns away from women either because of too much familiarity or too much awe
751,in this she is only half right and the other half of the story i discovered from an alien mind whose teachings have been spread among some of the frogs
752,his name harro mj but i think this is false name
753,i tell some of his ideas here as best i understood
754,he tells i believe his own story or someone he knows he tells of how modern world corrupted his nature through stricture and turned him into a homo
755,but i think his story speaks to many others who didn’t turn into ghey but who have nevertheless been disfigured in some other way by the same force
756,now paglia’s restatement of freud is correct but she misses an important element of the story which is why such a boy turns away from the masculinity of his peers in the first place
757,it is not horseplay or the roughness of male competition as such that makes him turn away but the utterly fake or artificial character of such displays usually in our time
758,such boy perceives what his peers don’t the conditional and entirely dependent character of life in our age
759,it is not the masculinity the competition for status among men the physical roughness that makes him turn away but the fact that all such play is happening in already owned space
760,it is this aspect of our time that is crucial to understand
761,when i speak of something like owned space it must not remain mere word
762,when you understand something i mean you must see and feel it like you would a landscape you know from youth how to navigate all its nooks the different heights of earth the banks of streams where the trees are and how it feels inside them how long it takes walking from this or that group of beech to the abandoned factory so that the map is already in your body
763,this is only way to really understand something
764,i believe boy like this is one of the types that sees through the charade the lords of lies have dangled in front the shadowplay to dazzle the many and he is turned off maybe not by manliness but the buffoonish deluded character of modern masculinity
765,the defeated male that is turned into a peon and a neutered beast for women and hidden masters is a terrible thing to see
766,the jockeying for status the physical fights the adventures boys are supposed to have in a state of natureall of this is in nature meant as preparation for life for a life of conquest and expansion
767,roman teenagers of patrician class were sent already on missions on behalf of empire abroad
768,modern adult western male seeks permission to watch other men playing sports quaff vegetable oil relish beg for “coochie” in simulated intercourse masturbation with plastic on dick
769,precisely a character born for conquest for expansion a precocious type of boy who seeks real development and the real domination of the space around him who understands in his blood that play and manliness are to this end precisely such a boy will have his expectations about life crushed and thwarted as soon as his eyes open
770,this may be around the age of six or seven but it sometimes happens earlier
771,such boy then comes to have only contempt for those among his peers who not seeing the subjection we are in continue under their delusion and accept the breaking that the lords of shadows begin on the human spirit around this age of awakeningby nine or ten the “education” is almost already complete in our time
772,they submit to the yoke and their sham simulated masculinity is now a parody of the true manliness which in a state of ascent develops into the will to actually dominate space around oneself not into a caricature for the benefit of women
773,but this domination is not possible when space is already owned
774,this intuition of owned space comes on one very early with eyes open it’s like an evil spirit inhabits everything
775,i think there are many types of energetic and perceiving boys who reach this stage who are turned off by the moral and biological selfcastration of their conventional peers who sense the suffocating limitations of modern space
776,the rest of this story is more particular to the boy who as response becomes a homo or trap and paglia is right about that part masculinity rejected simply because of distance from other boys in general mostly as a result of a certain native oversensitivity
777,but then there is the added observation that when late in adolescence or some time in youth such boy decides he is “gay” that is but the final act of selfmisunderstanding
778,the drama of his spirit is reinterpreted on sexual terms
779,he has convinced himself that the feeling of suppression and dread that had accompanied him his whole life was because his sexual desires or “sexuality” had been repressed by “society” he forgets how these sexual desires developed in the first place that these desires themselves were a circuitous result of the truth that dawned on him in silence the truth of the utter subjection and domestication of the space in which he found himself
780,in becoming “gay” he believes he is escaping that sense of primal limitation and subjection that he felt as a small boy he has reinterpreted his entire drama as a maudlin story of sexuality suppressed or oppressed by retrograde social and political norms
781,in this he becomes an unwitting pawn himself of the very power that as a young boy he had intuited to be the enemy the great and suffocating shadow of our time that smothers all higher life out
782,the gay is the spiritual footsoldier of the new regime when he is born to be its enemy
783,this is the unusual part of this realization that some of the most sensitive and perceptive youths those maybe imbued with spark of inspiration and a conquering expanding spirit end up becoming the vanguard of that which has smothered and broken them
784,in a previous age they wouldn’t have been gay at all in the first place
785,the story of such boy is story of all higher types in our time
786,not all gays are of this originthere is jeffrey dahmer there are others
787,and of course not all higher types become gay only a tiny minority
788,but all higher types in our age are afflicted by a similar drama of the spiritwhat happens later the sexualization of this alienation particular to this case i use only as the most vivid example
789,now in all this you see this idea of space or territory that is already closed and owned
790,and this brings up the question of who or what this force is
791,i think the answer to this problem isn’t so simple but one feature of this new condition in modern age is that the masters are hidden
792,that is even why this condition of subjection seems so suffocating because they hide and so there is no opportunity for open and manly challenge
793,this problem is then to be understood through example of a different typeand i mean that of the spook
794,vivid and instructive is the matter of the gay underworld which no longer really exists in our time
795,but in the 1950’s and a little before then when the system of global tyranny was being firmly erected it should not be a surprise from everything that has been said that the gay underworld was the “negative” of the new world order its sieve and pressure valve
796,the gay underworld was part of “the remainder” the phenomenon of “homosexuality” in the modern world reaches up to the most profound of political and social problem it was always the ghost world the underworld left over that the engineers of our time couldn’t manage or account for in the erection of the leviathan
797,this underworld included far more than the gays of that time of course that’s the point
798,but the gays formed a kind of “bulk population” that allowed an easy bridge between this world and ours
799,they made it far more permeable to others as well if you had girlfriend maybe artsy girlfriend she had ghey friend you could go with them to lounge of this halfworld and there would be theremaybe two social contacts removedthere wouldone of them
800,but now that this world has disappeared you have no easy way of even knowing where to start
801,its boundaries were policed its entry points were surveilled but it always existed as a space of freedom outside the pervasiveness of domestication in postindustrial civilization
802,let’s not forget i repeat that the “gay underworld” was hardly just the gays but precisely that world penetrated by all types of deviants perverts whores pimps impresarios night club owners mafia gangsters spooks intelligence services of all kindsjust see the dark ocean society and you will understand
803,the dark ocean society of japan is the key to understanding all modern political and social organization because underneath the pervasiveness of the domestication and management of modern civilization underneath its superficial orderliness there remained the “floating world” the free world as a still and dark ocean in which moved monsters including the lords and crafters of this new civilization themselves
804,they still live in that world not in ours
805,our world is the house of subjection they live in the estate of freedom and power
806,it is only that with the relatively large number of gays that exist this world was much larger than it is now and more varied its entry points more penetrable
807,the space of night that gays created for themselves in which such types could at least feel they had new opportunity to expand and act was nuked in the 1980’s with aids first of all and then at the same time with the “gay rights” and “gay identity” movement through which they came “into the open” and became the worst and most merciless enforcers of the global slave state
808,but enough about them you must understand
809,i use this as illustrative and true example of what happens to all higher types in our time
810,the vast majority don’t become gay but the plight of the gay is the most simple and therefore instructive example of this
811,anyone born with a will to conquest and expansion any specimen born to courage and the expansion of boundaries will feel thwarted now will awaken at a young age to find themselves in a world pervaded by an evil and smothering shadow that seeks to blot out their spirit and break them
812,how one responds to thisthat is different
813,and the responses are various
814,look at litter of pups of whatever species some will be inquisitive playful seek to experiment to push boundaries to leave gaze of parents and the old to conquer space others will be far more docile and will lack curiosity
815,the only ones who survive the modern education “whole” not to speak of the regime of modern medication are precisely those in the litter who are born docile
816,and more to the point who can look at the beatendown males of today and think that a boy who inside him has the spark of conquering spirit won’t have anything but disgust for their clownish parody of masculinity
817,what matters here is which way the spirit turns and if it can survive the obstacle course of domestication that modern life and the modern education imposes on the best
818,“homosexuality” in our age in any case is unlike any behavior in the past as a total phenomenon it represents one of the characteristic ways that some of the most unusual specimens respond to domestication and are broken by it
819,modern homosexuality is a form of vacuum behavior and stereotypy
820,34 as sad as the story of many of the modern gays is the story of the modern transsexual is the same in all ways but worse
821,this explains also why so many traps are obsessed with hegel
822,they know in their blood but they misunderstand themselves and forget who broke them
823,the story of the modern transsexual is the story of our collective future
824,35 should the tyranny that has descended on our age ever gain the power it seeks and then be challenged enough to feel itself in danger the mass annihilations that will be carried out by homosexual transsexual and especially lesbian commissars will exceed in scale and cruelty anything that has yet happened in known history
825,imagine lesbian mulatta commissars with young martin sheen face and haircut manning the future bergenbelsens installations that will span tens of miles
826,36 barbarism and civilization it’s funny when westerners defer to china or the old cities of the near east and the orient as the fountains of civilization the standards of city life “we’re latecomers we were in loincloths in forest with painted face hunting boar while they had cities and writing” this true but westerner forgets what civilization means
827,less myopic than others but still myopic he thinks when he hears chinamen lived in cities for five thousand years that these must be like the cities in his own history
828,there are cities and cities
829,but what was writing
830,most of it was for inventory or the most tedious kind of national or dynastic chronicles
831,lists and lists the kinds of passages that make the young bored even with the bible
832,the oldest part of greek literature is from the iliad the catalogue of ships the heroes and their retinues are recounted with much flourish and poetry so it’s not so boring but is just barely saved by homer’s artistry
833,but nearly every national “writing” is like this and most “writing” stayed in that condition for a long time
834,chinese have always lived in houses yes if that’s all you mean by “civilization” but their history is marked by convulsions of annihilation
835,just look in their history the cultural revolution is the norm mass extinction of millions of faceless peasants in the name of remaking a new society
836,they are no hive they ignore the dead in the street and look away
837,i’ve known of ravens who have more consideration for one of their own
838,everything for oneself everything for personal utility a pleasure in cruelty toward the weak and toward animals
839,this is the endresult of thousands of years of “civilization” don’t be fooled by the supposed historical selfconception of such people
840,many periods of forgetfulness when they erased and threw away their chronicles even and totally falsified their history small example even today they teach that genghis khan was a chinese general this true for many other civilizations
841,even religious texts leaving aside the problem of translation the koran is as schopenhauer claimed a tedious book of wretched repetitive stupidity with not a single new idea in it “the poorest form of theism” unfortunately this is sufficient for the level of most people’s religious needs
842,is not clear that writing is a great advance for much of historyits value is questionable
843,only quite late some productions of genius arise that redeem the skill of writing
844,in similar way different societies mean quite different things by “city” in the orient this has always referred to a steaming pile of humanity with crowded fetid eateries closepacked throngs wading through shit and the filth of animals rabbit and hen kept in cages abused orphans endless drone of yelling humangs hawking wares and spitting phlegm on street
845,you see this still in the cities of the far east
846,even in japan that all love for its supposed order there is a terrible menace hanging on the streets of tokyo that drives too many of the good people there to the mental asylum
847,the workplace is hell and transportation system is chaotic and suffocating it reduces everyone again to the cipher he has always been in the oriental city a shadow even in his home where the woman inhabits all the terror of the ancient family deities
848,the japanese man gets allowance from wife who often physically depletes him takes his phone allowance his lunch money
849,the woman rules vietnam and the faceless clerk or merchant who claws his path in the antheap of this society is beholden to his hectoring wife like slave
850,matriarchy and anonymity are the principles of these piles of biomassnever call them hives
851,the hive is noble the hive can be a work of beauty and order but the city the city in its original form is humanity reduced to a steaming ratpile
852,in the hive the ant or bee achieves the full development of its inborn nature as worker or warrior or queen but who can say this of most cities in historydo you think man stamping papers scheming to escape wrath of longnailed office autocrat with spittoon who hawks smoked fish out of newspapers with fingerless gloves or sells birds with clipped wings to jeering hueman macacas do you think such creature is a specimen of well turned out life
853,and the more depressing possibility that for the vast majority such life is the expression the full expression of their inborn reach and wants still it must be the case that they were selectively bred by their masters to this degraded and zombified form
854,but even the scared and huddled ashandsallow faced schemer of saigon or chengdu was in his remote ancestry like the free black yi who terrorized the han as recently as a hundred years ago or the powerfulbodied selfsufficient tibetans who have made sport of them for centuries
855,existence for such life is hell trapped not only in a miserable society of anonymity but in a body bred for such a society
856,still there must be a spark they can never extinguish that at least asks for all this to stop
857,do you understand what buddhism is now
858,no look north to the manchus and other tunguspeoples hardened in the taiga and the arctic to the freedomloving mongols who to this day love nothing more than to drive out into open country with no roads and consider our cities horribly claustrophobic
859,actually in history when you look at life of true nomads who are always on the move and in open space they never engage in the kind of depressive introspection and questioning of life that you only see in settled and civilized peoples
860,the buddha became a worlddenier in the citylook at his conversion what drove him to it
861,it is the injustice but above all the filth the disgusting suffocation of city life the vision of life degraded and under distress that led him to his escape he said “the home is a place of filth” and what was this escape after all but just an attempt to reestablish the freedom and openness of the steppe where man can once again be what he was born to be
862,he thought he was opening up a steppe of the spirit and in the sangha the brotherhood of disciples and monks he was recreating that true secret society of the steppe the society natural to a man like him the brotherhood of warriors and the free youths
863,in such way you must also understand “the west” or actually the city of the west
864,the small orderly city of the north italians the german and swiss cities machiavelli praises for how wellrun they are this is entirely alien to the orient and indeed to all other civilized societies that we know of
865,the very idea of the citizen is alien to civilization as such
866,in the respect for privacy for distance for property and proprietyin the small and orderly character of the cities in the relentless concern of the aristocracy with biological quality you see an attempt to mitigate the great evils of civilization
867,actually you see an attempt to reestablish some of the character of barbaric and free life inside the city if only for the citizen class or the upper class
868,if there can be any defense of civilization it is this that historically it gave a class the full or nearly full benefits of the free life of the steppe and forest and mountain while ridding them of some of its inconveniences at the price of course of misery for the vast majority
869,in nearly all other parts of the world but the west the misery inside civilization was universal and the elite such as it was didn’t redeem this misery they themselves remained servile
870,a city means nothing but could even mean a retrogression in the human type
871,if the only civilizations that had existed were all like han china then the choice between barbarism and civilization would be easily made in favor of barbarism of free mongol life
872,37 the modern city is a monstrosity but it doesn’t yet approach the anonymous squalor of oriental civilization of default civilization
873,it’s a contradictory place but you see a counterdrive even in the attempt to preserve parks
874,this exists in tokyo in many european and europeanderived cities like buenos airesits makers must have been obsessed with preserving some piece of nature inside the city and hired the french to beautify itand in nonwestern cities that have copied this way
875,in the arrangement of public spaces as well of the streets and even of the social life the modern city is not entirely a reversion to the premodern squalor of pure civilization but an attempt to preserve or at least simulate a natural space for man to move to expand to practice and perfect some excellences as limited or stunted as these may be
876,in the modern world the return of pure civilization is the slum and the shantytown
877,it is slowly but certainly encroaching on the modern city as it still exists which is in all ways a leftover from european domination of the world and is by no means the form toward which life is progressing
878,the future of blade runner is much too optimistic and even that in elysium doesn’t approach the true wickedness of our fate if nothing is done
879,mohammed atta one of the leaders of the 911 plot was an architecture student
880,he was deeply moved by what had happened to aleppo and the corruption of muslim life that finds itself disoriented in the modern city not just in its different moral life but in the arrangement of space and buildings that upsets the life of the faithful
881,he was reacting to the modern city as such not necessarily to the slum although the expansion of modern life in the third world is very ambiguous here there’s always some slumification
882,the cities of the near east of north africa of most of the muslim world and even much of the orient were in any case always differently arranged from the west having neighborhoods closed off physically from each other walled compounds with inner courtyards and in general a turning away from public political space into the space of the family and the clan
883,this was a result not only of the corruption of authorities but of an entirely different feeling of what the city existed for in the first place
884,there is a confusion about what different peoples object to in the modern world they don’t necessarily hate in the modern the same thing you hate in it
