,0
832,trump is handing the industry a big gift by effectively saying don’t tell us we don’t want to know
833,from here on in the rest of the world will have to guess the extent to which the us is a climate renegade because a key piece of the data won’t exist
834,by far the biggest threat this industry faces is the demand for real action on climate change being voiced by people around the world and the mounting consensus that taking the crisis seriously means a halt on new fossil fuel projects
835,that prospect strikes terror in the hearts of fossil fuel executives and in the governments of petrostates like russia because it means that trillions of dollars’ worth of proven reservescurrently propping up share pricescould become worthless overnight
836,this is sometimes referred to as “the carbon bubble” and by 2016 it was already beginning to deflate
837,think of trump as the guy running to the rescue with a bicycle pump signaling to the industry that he’s going to fill their bubble with a few more years’ worth of toxic air
838,how
839,easy
840,by making climate change disappear
841,we can see it all playing out with a kind of absurd clarity
842,on day one the white house website was cleansed of many of the references to climate change
843,there are plans to cut the nasa program that uses satellites to accumulate basic data on how the earth is changing including disappearing glaciers and rising seas
844,the white house’s budget director mick mulvaney was pretty blunt about all this “regarding the question as to climate change i think the president was fairly straightforwardwe’re not spending money on that anymore
845,we consider that to be a waste of your money to go out and do that” they are so determined to erase the reality of climate change that they are even aiming to wipe out programs that help communities cope with its impacts
846,trump proposed cutting a national oceanic and atmospheric association program that helps communities protect their coasts
847,he also wanted to slash the federal emergency management agency fema  the agency charged with responding to largescale natural disasters and cut entirely its key program designed to help communities prepare for future crises
848,his plan to reduce the environmental protection agency’s epa budget by over 30 percent would lay off thousands of people and eliminate the entire environmental justice program
849,the latter helps lowincome communitiesoverwhelmingly africanamerican latino and indigenousdeal with some of the impacts of having the most toxic industries in their backyards
850,and it’s worth noting that many of the measuresincluding cuts to programs dealing with lead poisoning from pipeswould disproportionately hurt children in marginalized communities
851,a congressional budget deal has delayed the worst of the epa cuts until 2018 so trump’s rescue plan for the fossil fuel sector is multipronged bury the evidence that climate change is happening by stopping research and gagging agencies cut the programs that are tasked with coping with the realworld impacts of climate disruption and remove all barriers to an acceleration of the very activities that are fueling the crisisdrilling for more oil and gas mining and burning more coal
852,some of this backsliding can be balanced out by bold action in large states such as california and new york which are pledging to rapidly roll out renewables regardless of trump’s profossil fuel policies
853,but there is one other crucial factor that may determine whether the exxonmobil subsidiary known as the trump administration is able to unleash an irreversible catastrophe
854,price is everything there is one thing above all that is currently restraining fossil fuel companies from launching large new extraction projects and it’s not a piece of legislation that obama introduced and trump can reverse
855,what’s holding them back is the price of oil and gas
856,as i write this in 2017 the price is much lower than when obama took office because there’s an oversupplymore oil and gas is available than consumers want
857,the reason price is such an issue for new projects is that the cheap and easytoaccess fossil fuels have been steadily running out particularly in the us
858,so what’s left
859,stuff that’s hard and expensive to get to
860,it costs a lot of money to drill in the arctic or in very deep water or to dig up and refine the semisolid oil found in canada’s alberta tar sands
861,when the price of oil was soaring as it was as recently as 2014 fossil fuel companies were making multibillion dollar investments in order to go after those expensive fuel sources
862,with oil at 100 a barrel they could still turn a hefty profit even with the high costs for extraction
863,and the development in this sector did spur economic growth and it did create a lot of jobs
864,but the environmental costs were enormous the deepwater horizon disaster in the gulf of mexico was intimately connected to the fact that these companies are drilling deeper than they ever have before
865,the reason the tar sands in alberta are so controversial is that indigenous lands and waterways have been badly contaminated by the invasive and carbonintensive process of mining for that heavy crude
866,rex tillerson’s exxonmobil went wild buying up highcost heavyoil reserves it reached the point where fully onethird of the company’s reserves were located in the alberta tar sands
867,when the price of oil collapsed it came as a major shock
868,oil prices began to crash in 2014 with brent crudethe global benchmark for oilplummeting from 100 a barrel to 50 in just six months and the price has hovered at around 55 a barrel ever since
869,as a result we’ve seen a lot of companies pulling back from extreme energy projects
870,fracking for oil and gas in the united states has cooled off with devastating human costs an estimated 170000 oil and gas workers have lost their jobs after the 2014 price collapse
871,investment in the alberta tar sands dropped by an estimated 37 percent in the year following and continues to fall
872,shell pulled back from the arctic and has sold most of its tar sands reserves
873,the french oil company total has retreated from the tar sands as well
874,even exxonmobil has been forced to write off nearly 35 million barrels of tar sands oil because the market considered these reserves to be no longer worth extracting at current oil prices
875,deepwater drilling is also in a lull
876,for the big oil companiesparticularly those that gambled on the price of oil staying highall of this has been a disaster
877,and no oil major has suffered more than exxonmobil
878,when prices were high with tillerson at the helm the company broke the record for the highest corporate profits ever reported in the united states earning 45 billion in 2012 compare that to 2016 when exxon’s profits fell well shy of 8 billion
879,that’s a more than 80 percent drop in profits in a span of just four years
880,what does all this mean
881,it means that oil majors like exxonmobil and the banks that underwrote their bad bets desperately want the price of oil to go back upto get their superprofits back and to get the fossil fuel frenzy back on
882,so a very big question that needs answering is this what is the trump administrationaka team exxonmobil going to do to achieve that
883,we are already seeing some policies that appear designed to drive up oil prices
884,for instance trump moved to eliminate the obamaera requirement that vehicles become more fuelefficientwhich means more trips to the gas station for consumers
885,trump’s budget plan meanwhile aimed to completely eliminate funding for new public transit projects and kill funding for longdistance train services
886,so far though the market isn’t responding at least not by much
887,the price of oil got a little bump after trump was elected but has held pretty steady since
888,from a climate perspective this is good news cheap gas may encourage shortterm consumption but it discourages a lot of the longterm investments that lock us into a disastrous future
889,the concernand it is a real oneis that trump and co may well have more tricks up their sleeves to try to push up oil prices and realize their goal of setting off a fossil fuel frenzy
890,the reason we need to have our eyes firmly fixed on this dynamic is that nothing drives up the price of oil quite like war and other major shocks to the world marketa scenario we’ll dig into in chapter 9 
891,what conservatives understand about global warming and liberals don’t for many years i wondered why some people were so determined to deny global warming
892,it’s strange at first glance
893,why would you work so hard to deny the scientific facts that have been affirmed by 97 percent of climate scientistsfacts whose effects we see all around us with more confirmation in the news we consume every day
894,that question led me on a journey that informed my book this changes everything and i think some of what i discovered when writing that book can help us make sense of the centrality of climate vandalism to the trump administration
895,what i found is that when hardcore conservatives deny climate change they are not just protecting the trillions in wealth that are threatened by climate action
896,they are also defending something even more precious to them an entire ideological projectneoliberalism which holds that the market is always right regulation is always wrong private is good and public is bad and taxes that support public services are the worst of all
897,there is a lot of confusion around the word neoliberalism  and about who is a neoliberal
898,and understandably so
899,so let’s break it down
900,neoliberalism is an extreme form of capitalism that started to become dominant in the 1980s under ronald reagan and margaret thatcher but since the 1990s has been the reigning ideology of the world’s elites regardless of partisan affiliation
901,still its strictest and most dogmatic adherents remain where the movement started on the us right
902,neoliberalism is shorthand for an economic project that vilifies the public sphere and anything that’s not either the workings of the market or the decisions of individual consumers
903,it is probably best summarized by another of reagan’s famous phrases “the nine most terrifying words in the english language are i’m from the government and i’m here to help” under the neoliberal worldview governments exist in order to create the optimal conditions for private interests to maximize their profits and wealth based on the theory that the profits and economic growth that follow will benefit everyone in the trickle down from the topeventually
904,if it doesn’t work and stubborn inequalities remain or worsen as they invariably do then according to this worldview that must be the personal failing of the individuals and communities that are suffering
905,they must have “a culture of crime” say or lack a “work ethic” or perhaps it’s absentee fathers or some other racially tinged excuse for why government policy and public funds should never be used to reduce inequalities improve lives or address structural crises
906,the primary tools of this project are all too familiar privatization of the public sphere deregulation of the corporate sphere and low taxes paid for by cuts to public services and all of this locked in under corporatefriendly trade deals
907,it’s the same recipe everywhere regardless of context history or the hopes and dreams of the people who live there
908,larry summers when he was chief economist of the world bank in 1991 summed up the ethos “spread the truththe laws of economics are like the laws of engineering
909,one set of laws works everywhere” which is why i sometimes call neoliberalism “mcgovernment” the 1989 collapse of the berlin wall was interpreted as the signal to take the campaign global
910,with socialism in decline there was seemingly no longer any need to soften capitalism’s edges anywhere
911,as thatcher famously declared “there is no alternative” another way of thinking about this is that neoliberalism is simply capitalism without competition or capitalism lying on the couch in its undershirt saying “what are you going to do leave me” neoliberalism is a very profitable set of ideas which is why i am always a little hesitant to describe it as an ideology
912,what it really is at its core is a rationale for greed
913,that’s what the american billionaire warren buffett meant when he made headlines a few years ago by telling cnn that “there’s been class warfare going on for the last twenty years and my class has wonthe rich class” he was referring to the tremendous tax cuts the wealthy have enjoyed in this period but you could extend that to the whole neoliberal policy package
914,so what does this have to do with the widespread refusal by the right to believe that climate change is happening a refusal deeply embedded in the trump administration
915,a lot
916,because climate change especially at this late date can only be dealt with through collective action that sharply curtails the behavior of corporations such as exxonmobil and goldman sachs
917,it demands investments in the public spherein new energy grids public transit and light rail and energy efficiencyon a scale not seen since the second world war
918,and that can only happen by raising taxes on the wealthy and on corporations the very people trump is determined to shower with the most generous tax cuts loopholes and regulatory breaks
919,responding to climate change also means giving communities the freedom to prioritize local green industriesa process that often clashes directly with the corporate free trade deals that have been such an integral part of neoliberalism and which bar “buy local” rules as protectionist
920,trump campaigned against those parts of free trade deals but as we will see in chapter 6  he has no intention of rescinding those rules
921,in short climate change detonates the ideological scaffolding on which contemporary conservatism rests
922,to admit that the climate crisis is real is to admit the end of the neoliberal project
923,that’s why the right is in a rebellion against the physical world against science which is what prompted hundreds of thousands of scientists around the world to participate in the march for science in april 2017 collectively defending a principle that really shouldn’t need defending that knowing as much as possible about our world is a good thing
924,but there is a reason why science has become such a battle zonebecause it is revealing again and again that neoliberal business as usual leads to a speciesthreatening catastrophe
925,what mainstream liberals have been saying for decades by contrast is that we simply need to tweak the existing system here and there and everything will be fine
926,you can have goldman sachs capitalism plus solar panels
927,but the challenge is much more fundamental than that
928,it requires throwing out the neoliberal rulebook and confronting the centrality of everexpanding consumption in how we measure economic progress
929,in one sense then the members of trump’s cabinetwith their desperate need to deny the reality of global warming or belittle its implicationsunderstand something that is fundamentally true to avert climate chaos we need to challenge the capitalist ideologies that have conquered the world since the 1980s
930,if you are the beneficiary of those ideologies you are obviously going to be very unhappy about that
931,that’s understandable
932,global warming really does have radical progressive implications
933,if it’s realand it manifestly isthen the oligarch class cannot continue to run riot without rules
934,stopping them is now a matter of humanity’s collective survival
935,if we fail the death i saw at the great barrier reef will spread to all corners of our collective home in ways we can scarcely imagine
936,chapter five the grabberinchief since trump took office there’s been a lot of talk about how we all need to stop “relitigating the 2016 election”that it’s time to look forward not backward
937,to be honest i’m tired of looking backward as well because the tensions during the election and in particular during the democratic primary were almost unbearable
938,for a long time i couldn’t look at social media because all i saw were people who used to like each other warring over “bernie bros” and “hillary bots” i lost friends over it as others did on all sidespeople who blame me and people like me for hillary’s defeat because we did not publicly endorse her or because we were so hard on her corporate entanglements during the primary
939,and i have trouble forgiving people like the liberal economist paul krugman who has written so much of such great importance about economic inequality and bank fraud over the years and yet used his influential platform in the new york times to repeatedly attack the only candidate bernie sanders who was serious about battling income inequality and taking on the banks
940,it’s perfectly understandable that people don’t want to rehash those ugly battles they were miserable
941,we all cope with fear and uncertainty differently
942,a great many conservatives are dealing with their fears about a changing and destabilizing world by attempting to force back the clock
943,but if the right specializes in turning backward the left specializes in turning inward and firing on each other in a circular hail of blame
944,still i’m suspicious of the speed with which we are being told to move on
945,because we do need to build as broad a coalition as possible against trump and forces like him wherever we livebut we also need to avoid repeating the same mistakes that have created the conditions for the rise of trumpism and its counterparts around the world
946,and unfortunately there’s some evidence that the only lesson a lot of establishment democrats are learning is don’t let russians hack your email
947,so i think we should take a deep breath and dare to look back if only brieflynot to reopen old wounds but just to see what there is to learn
948,because we can’t get off the road we are on if we aren’t honest about the factors that landed us here
949,foul mood rising if there is a single overarching lesson to be drawn from the foul mood rising around the world it may be this we should never ever underestimate the power of hate
950,never underestimate the appeal of wielding power over “the other” be they migrants muslims blacks mexicans women the other in any form
951,especially during times of economic hardship when a great many people have good reason to fear that the jobs that can support a decent life are disappearing for good
952,trump speaks directly to that economic panic and simultaneously to the resentment felt by a large segment of white america about the changing face of their country about positions of power and privilege increasingly being held by people who do not look like them
953,the intensity and irrationality of the rage trump and his strongest supporters reserved for barack obama the years of feverish desire to strip him of his americanness by “proving” he was kenyan thereby rendering him “other” cannot be explained by anything but race hatred
954,this is the “whitelash” that cnn commentator van jones named on election night and there is no doubt that for a considerable segment of trump’s voters it is a ferocious force
955,much of the rage directed at hillary clinton during the campaign came from a similarly primal place
956,here was not just a female candidate but a woman who identifies with and is a product of the movement for women’s liberation and who did not package her quest for power in either cuteness or coyness
957,as the maniacal chants of “lock her up” made clear for many in america it was quite simply unbearable
958,i am no fan of many of clinton’s policies
959,but her policies are not what provoked the seething hatred she encounteredthat came from a deeper place
960,it is not insignificant i think that one of the first big controversies of the campaign was trump’s comment that then fox news anchor megyn kelly who had dared to ask him a tough question about previous sexist comments had “blood coming out of her wherever” this basest of insultsinvoking the ancient idea that women’s menstruation makes them unfit for public lifewas an early clue that the blind rage at women overstepping their allotted boundaries would become a driving force of the campaign
961,it was a hint too about the glue that connects a proud playboy like donald trump with a sexual scold like mike pence who apparently won’t have a meal alone with a female coworker a shared belief that women’s bodies exist to serve men whether as objects of sexual gratification or as babymaking machines
962,and it was a preview of the rooms packed with white men who would soon be making fateful decisions about women’s health and reproductive freedoms
963,the ranking of human life in the 2016 us presidential elections we heard the roar of men who believe they and they alone have the right to rulein public and in private behind closed doors
964,one of the most chilling details about the men who surround trump and who support him most publicly in the media is the number of them who have been accused of beating harassing or sexually abusing women
965,the list includes steve bannon whose exwife told police that he physically and verbally abused her the case was dismissed when his exwife couldn’t be found by prosecutors to act as a witness trump’s original pick for labor secretary andrew puzder whose exwife claimed in court documents that he caused permanent injuries after “striking her violently about the face chest back shoulders and neck without provocation or cause”though she later recanted bill o’reilly of course one of trump’s most powerful champions in the media and roger ailes who worked as an adviser to the trump campaign after being forced to leave fox news following allegations of sexual harassment by more than two dozen women many at his own network and who like o’reilly denied the allegations
966,and the list would be incomplete without trump himself who has been accused by multiple women including in lawsuits of sexual assault and harassment he denies all allegations and whose first wife ivana reportedly swore in a deposition that her husband raped her in 1989 like andrew puzder’s exwife she recanted
967,there is no shortage of sexual predators on the liberal side of the political spectrum but the litany of allegations accusations and hush money that swirls around trump’s inner circle is unlike anything we have seen before
968,no matter the allegation it is met with a wall of denial of powerful men vouching for other powerful men sending a message to the world that women are not to be believed
969,perhaps this shouldn’t come as a surprise given trump’s brand he’s the boss who does what he wantsgrabs what and whomever he wants mocks shames and humiliates whomever he wants whenever he wants
970,that is what the grabberinchief is selling
971,and there is clearly a rather large market for it
972,the problem with “jobs voters” many of trump’s voters were not primarily driven by “whitelash” or “malelash” sentiments
973,plenty of them said they voted for trump because they liked what he said about trade and jobs or because they wanted to stick it to the “swamp” of dc elites
974,but there’s a problem with these stories
975,you cannot cast a ballot for a person who is openly riling up hatred based on race gender or physical ability unless on some level you think those issues aren’t important
976,that the lives of the people being put in tangible danger by this rhetoric and the policies that flow from it matter less than your life and the lives of people who look more like you
977,you just can’t do it unless you are willing to sacrifice those other categories of people for your hopedfor gain
978,to put it bluntly a vote for trump might not reflect active hatred but there is still at best a troubling indifference behind the act
979,the racial and gender resentments that did so much to bring trump to power are not new
980,they have been omnipresent through history rising and falling with additional stresses and provocations
981,there are however deep structural reasons why trump’s version of a very old tactic is resonating so powerfully now at this particular moment
982,some of them have to do with those changes in white male status but that tells only part of the story
983,what really won it for trump was how those losses in social status were layered on top of losses in basic economic security
984,the people who have been hit hardest by neoliberal policies such as slashed social services and banking deregulation are not trump’s white votersnot by a long shot
985,these policies have done far more to compromise the financial status of black and latino families and it is within communities of color that the deepest service cuts have been inflicted
986,moreover the flip side of neoliberal economic policies that exile whole segments of the population from the formal economy has been an explosion of the state apparatus aimed at control and containment militarized police fortressed borders immigration detention and mass incarceration
987,the forty years since the neoliberal revolution began have seen the number of people behind bars in the united states increase by approximately 500 percenta phenomenon once again that disproportionately affects black and brown people though whites are most certainly swept up in the system as well
988,it’s also important to note that trump’s base wasn’t mostly poor it was solidly middleincome with most of his voters earning between 50000 and 200000 a year with a concentration at the lower end of that range
989,since so many trump voters are not destitute some argue that their vote can’t be motivated by economic stress
990,but that misses an important factor
991,a cnn analysis of exit polls found that trump won 77 percent of the vote among those who said that their financial situation was “worse today” than it had been four years earlier
992,in other words they may have been doing well compared with the country’s average but many had lost ground
993,and indeed the losses began long before that
994,insecure on every front over the past three decades but accelerating since the 2008 financial crisis pretty much everyone apart from the one percent has been losing job security as well as whatever feeble safety net used to exist
995,that means a lost job has greater implications now for one’s ability to pay for health care or hold on to a home
996,this state of affairs hurts trump’s workingclass white male voters just as it does so many others
997,on the other hand because many of trump’s bluecollar voters had a notably better deal until fairly recentlyable to access wellpaid unionized manufacturing jobs that supported middleclass lives these losses appear to come as more of a shock
998,this is reflected in a marked rise in deaths among white middle aged americans without college degrees mainly from suicide prescription drug overdoses and alcoholrelated illnesses
999,and this is particular to whites mortality rates for black and hispanic americans in similar demographic brackets are falling
1000,anne case and angus deaton the princeton economists who noticed this trend dating back to 1999 and authored a landmark paper on what they term “deaths of despair” explain the discrepancy as coming down to different prior experiences and expectations or “the failure of life to turn out as expected” another way of thinking about it is when a building starts to collapse it’s the people on the higher floors who have further to fall that’s just physics
1001,on top of those losses there are also the groundshifting uncertainties associated with living in a changing country a nation rapidly becoming more ethnically diverse and where women are gaining more access to power
1002,that’s part of progress toward equality the result of hardfought battles but it does mean that white men are losing economic security which everyone has a right to and their sense of a superior status which they never had a right to at the same time
1003,in the rush to condemn the latter form of entitlement we shouldn’t lose sight of something important not all forms of entitlement are illegitimate
1004,all people are entitled to a dignified life
1005,in wealthy countries it is not greedy or an expression of unearned privilege to expect some basic security in your job when you work hard for decades some certainty that you will be taken care of in old age that you won’t be bankrupted by illness and that your kids will have access to the tools they need to excel
1006,in a decent society people should feel entitled to those things
1007,that’s human privilege
1008,and yet those sorts of entitlements have been under vicious attack by the right for four decades to the extent that the word entitlementsreferring to pensions and health careis a slur in washington dc
1009,it is this complex mix of factors that allowed trump to come along and say i will champion the beleaguered working man
1010,i will get you those manufacturing jobs back
1011,i’ll get rid of these free trade agreements
1012,i’ll return your power to you
1013,i’ll make you a real man again
1014,free to grab women without asking all those boring questions
1015,oh and the most potent part of trump’s promise to his base i will take away the competition from brown people who will be deported or banned and black people who will be locked up if they fight for their rights
1016,in other words he would put white men safely back on top once again
1017,the power of that promise is part of why trump’s election win was like a batsignal for hatemongers of all kinds
1018,the southern poverty law center reported close to a tripling of antimuslim hate groups in 2016 alone
1019,in the month after trump’s election there were more than a thousand reported incidents of hate targeting people of color
1020,thirty twoyearold srinivas kuchibhotla an immigrant engineer from india was shot dead at a bar in olathe kansas by a white man who reportedly yelled “get out of my country” before opening fire
1021,in the first two months of 2017 seven transgender people were murdered prompting calls for a federal hate crimes investigation
1022,to a terrifying degree skin color and gender conformity are determining who is physically safe in the hands of the state who is at risk from vigilante violence who can express themselves without constant harassment who can cross a border without terror and who can worship without fear
1023,the identity blame game which is why it’s shortsighted not to mention dangerous to call for liberals and progressives to abandon their focus on “identity politics” and concentrate instead on economics and classas if these factors could in any way be pried apart
1024,railing against socalled identity politics and political correctness is standard fare on fox news and breitbart news but those aren’t the only places it’s coming from and the critics have only become more vocal since the election
1025,the lesson a great many liberal democrats seem to have taken away from hillary clinton’s defeat is that her direct appeals to women and minorities on the campaign trail made white workingclass men feel left out driving them to trump
1026,columbia university professor mark lilla expressed this most prominently in a postelection essay in the new york times 
1027,he chided clinton for “calling out explicitly to africanamerican latino lgbt and women voters at every stop
1028,this was a strategic mistake” this focus on the traditionally marginalized groups and the “moral panic about racial gender and sexual identityhas distorted liberalism’s message and prevented it from becoming a unifying force capable of governing” unity apparently requires that all those noisy minorities combined an overwhelming majority actually need to pipe down about their individual grievances so democrats can get back to “it’s the economy stupid” the mantra of bill clinton’s 1992 winning presidential campaign
1029,except this is exactly the wrong conclusion to draw from the 2016 elections
1030,clinton’s failure was not one of messaging but of track record
1031,specifically it was the stupid economics of neoliberalism fully embraced by her her husband and her party’s establishment that left clinton without a credible offer to make to those white workers who had voted for obama twice and decided this time to vote trump
1032,true trump’s plans weren’t credible but at least they were different
1033,similarly if there was a problem with her focus on gender sexuality and racial identity it was that clinton’s brand of identity politics does not challenge the system that produced and entrenched these inequalities but seeks only to make that system more “inclusive” so yes to marriage equality and abortion access and transgender bathrooms but forget about the right to housing the right to a wage that supports a family clinton resisted the calls for a 15 minimum wage the universal right to free health care or anything else that requires serious redistribution of wealth from top to bottom and would mean challenging the neoliberal playbook
1034,on the campaign trail clinton mocked her opponent’s “trumpedup trickledown economics” but her own philosophy is what we might call “trickle down identity politics” tweak the system just enough to change the genders colors and sexual orientation of some of the people at the top and wait for the justice to trickle down to everyone else
1035,and it turns out that trickledown works about as well in the identity sphere as it does in the economic one
1036,we know this because it’s been tried
1037,there have been historic symbolic victories for diversity in recent yearsan africanamerican first family two black attorneys general hollywood pushed into recognizing black directors and actors out gays and lesbians working as news anchors and heading fortune 500 companies hit tv shows built around transgender characters an overall increase in the number of women in management positions to name just a few
1038,these victories for diversity and inclusion matter they change lives and bring in viewpoints that would otherwise be absent
1039,it was immensely important that a generation of kids grew up seeing obama in the most powerful office in the world
1040,and yet this topdown approach to change if it is not accompanied by bottomup policies that address systemic issues such as crumbling schools and lack of access to decent housing is not going to lead to real equality
1041,not even close
1042,in the united states the significant gains made for greater diversity and inclusion at the top in recent years have occurred at a time of mass deportations of immigrants and as the wealth gap between black and white americans actually increased
1043,according to the urban institute between 2007 and 2010 the average wealth of white families fell by 11 percent a huge amount but black families saw their wealth fall by 31 percent
1044,in other words blacks and whites became more unequal during a period of tremendous symbolic advancements not less
1045,part of this is because black families were disproportionately targeted for subprime loans so they were hit the hardest when the market collapsed in 2008 during this same period young black men continued to be shot and killed by police at an obscene rate five times higher than white men of the same age bracket according to a study by the guardian  their murders often captured on video and seared into the imaginations of stilldeveloping young minds
1046,it is against this backdrop that black lives matter has become this generation’s civil rights movement
1047,as keeangayamahtta taylor author of from blacklivesmatter to black liberation  writes “the black political establishment led by president barack obama had shown over and over again that it was not capable of the most basic task keeping black children alive
1048,the young people would have to do it themselves” similarly while there are a great many women in positions of powernot enough but substantially more than a generation agolowincome women are working longer hours often at multiple jobs without security just to pay the bills
1049, twothirds of minimumwage workers in the states are women
1050,in the world economic forum’s annual global rankings on the economic gender gap the us fell from the 28th spot in 2015 all the way down to 45th place in 2016 while white trump voters responded to their precariousness by raging at the world many traditional liberals seem to have responded by tuning out
1051,when hillary clinton called out identifiable groups at every rally declaring that she would “stand up” for each of them it was too tepid an offering to build the groundswell of support she needed
1052,so while white identity politics pumped up trump’s base trickledown identity politics fell flat for his opponent
1053,in crucial states such as iowa ohio and wisconsin clinton drew 15 to 20 percent fewer democratic voters than barack obama had in 2012 and that depressed progressive turnout is a big part of how trump managed to eke out an electoral win despite losing the popular vote
1054,so perhaps this is another lesson to draw from 2016 fear of “the other” may be an animating force for many supporters of farright parties but “inclusion” of the other within an inherently unjust system will not be powerful enough to defeat those forces
1055,it wasn’t inspiring enough to galvanize the demoralized democratic base in 2016 or to defeat brexit and there is no reason to believe that dynamic will change anytime soon
1056,instead the overarching task before us is not to rank our various issuesidentity versus economics race versus genderand for one to vanquish all the others in some sort of oppression cage match
1057,it is to understand in our bones how these forms of oppression intersect and prop each other up creating the complex scaffolding that allowed a kleptocratic thug to grab the world’s most powerful job as if it were a hostess at a strip club
1058,“racial capitalism” this is a good time to remember that manufacturing false hierarchies based on race and gender in order to enforce a brutal class system is a very long story
1059,our modern capitalist economy was born thanks to two very large subsidies stolen indigenous land and stolen african people
1060,both required the creation of intellectual theories that ranked the relative value of human lives and labor placing white men at the top
1061,these church and state–sanctioned theories of white and christian supremacy are what allowed indigenous civilizations to be actively “unseen” by european explorersvisually perceived and yet not acknowledged to have preexisting rights to the landand entire richly populated continents to be legally classified as unoccupied and therefore fair game on an absurd “finders keepers” basis
1062,it was these same systems of human ranking that were deployed to justify the mass kidnapping shackling and torturing of other humans in order to force them to work that stolen landwhich led the late political theorist cedric robinson to describe the market economy that gave birth to the united states not simply as capitalism but as “racial capitalism” the cotton and sugar picked by enslaved africans was the fuel that kickstarted the industrial revolution
1063,the ability to discount darker people and darker nations in order to justify stealing their land and labor was foundational and none of it would have been possible without those theories of racial supremacy that gave the whole morally bankrupt system a patina of legal respectability
1064,in other words economics was never separable from “identity politics” certainly not in colonial nations like the united statesso why would it suddenly be today
1065,as the civil rights lawyer michelle alexander wrote in her book the new jim crow  the politics of racial hierarchy have been the ever present accomplices to the market system as it evolved through the centuries
1066,elites in the united states have used race as a wedge she writes “to decimate a multiracial alliance of poor people”first in the face of slave rebellions supported by white workers then with jim crow laws and later during the socalled war on drugs
1067,every time these multiethnic coalitions have become powerful enough to threaten corporate power white workers have been convinced that their real enemies are darkerskinned people stealing “their” jobs or threatening their neighborhoods
1068,and there has been no more effective way to convince white voters to support the defunding of schools bus systems and welfare than by telling them however wrongly that most of the beneficiaries of those services are darkerskinned people many of them “illegal” out to scam the system
1069,in europe fearmongering about how migrants are stealing jobs exploiting social services and eroding the culture has played a similarly enabling role
1070,ronald reagan kicked this into high gear in the united states with the myth that food stamps were being collected by furwearing cadillacdriving “welfare queens” and used to subsidize a culture of crime
1071,and trump was no small player in this hysteria
1072,in 1989 after five black and latino teenagers were accused of raping a white woman in central park he bought fullpage ads in several new york daily papers calling for the return of the death penalty
1073,the central park five were later exonerated by dna evidence and their sentences were vacated
1074,trump refused to apologize or retract his claims
1075,no wonder then that his justice department under the direction of attorney general jeff sessions is arguing that social services and infrastructure in cities such as new york and chicago are “crumbling under the weight of illegal immigration and violent crime”conveniently moving the subject away from years of neoliberal neglect toward the supposed need to crack down on crime and to bar these cities from declaring themselves “sanctuaries” for immigrants
1076,divide and conquer in truth nothing has done more to help build our present corporate dystopia than the persistent and systematic pitting of workingclass whites against blacks citizens against migrants and men against women
1077,white supremacy misogyny homophobia and transphobia have been the elite’s most potent defenses against genuine democracy
1078,a divideandterrorize strategy alongside ever more creative regulations that make it harder for many minorities to vote is the only way to carry out a political and economic agenda that benefits such a narrow portion of the population
1079,we also know from history that white supremacist and fascist movementsthough they may always burn in the backgroundare far more likely to turn into wildfires during periods of sustained economic hardship and national decline
1080,that is the lesson of weimar germany whichravaged by war and humiliated by punishing economic sanctionsbecame ripe for nazism
1081,that warning was supposed to have echoed through the ages
1082,after the holocaust the world came together to try to create conditions that would prevent genocidal logic from ever again taking hold
1083,it was this combined with significant pressure from below that formed the rationale for generous social programs throughout europe
1084,western powers embraced the principle that market economies needed to guarantee enough basic dignity that disillusioned citizens would not go looking for scapegoats or extreme ideologies
1085,but all that has been discarded and we are allowing conditions eerily similar to those in the 1930s to be recreated today
1086,since the 2008 financial crisis the international monetary fund imf the european commission and the european central bank known as the “troika” have forced country after country to accept “shock therapy”– style reforms in exchange for desperately needed bailout funds
1087,to countries such as greece italy portugal and even france they said “sure we’ll bail you out but only in exchange for your abject humiliation
1088,only in exchange for you giving up control over your economic affairs only if you delegate all key decisions to us only if you privatize large parts of your economy including parts of your economy that are seen as central to your identity like your mineral wealth
