,0
293,it is not “just” the “incels” who murder women to avenge the “theft” of female sexuality from its “rightful male owners” not “just” the cardcarrying reactionaries who propose to protect “their” women and families from cutthroat individualism crass consumerism and “vice” the reaction also includes fastgrowing rightwing populist movements that gain mass support by identifying some real downsides of capitalist modernityincluding its failure to protect families and communities from the ravages of the market
294,however both neotraditional and rightwing populist forces twist those legitimate grievances to fuel precisely the sort of opposition that capital can well afford
295,theirs is a mode of “protection” that pins the rap on sexual freedom while obscuring the true source of danger which is capital
296,sexual reaction finds its mirror image in sexual liberalism
297,the latter is tied even in the bestcase scenarios to policies that deprive the overwhelming majority of the social and material prerequisites needed to realize their new formal freedomsconsider for instance how states that claim to recognize the rights of trans people simultaneously refuse to defray the costs of transition
298,sexual liberalism is also tied to statecentered regulatory regimes that normalize and enforce the monogamous family conformity to which is the price of acceptance for gays and lesbians
299,while appearing to valorize individual freedom sexual liberalism leaves unchallenged the structural conditions that fuel homophobia and transphobia including the role of the family in social reproduction
300,outside the family too what passes for sexual liberation often recycles capitalist values
301,new heterosexual cultures based on hookups and online dating urge young women to “own” their sexuality but continue to rate them by their looks as defined by men
302,exhorting “selfownership” neoliberal discourses pressure girls to pleasure boys licensing male sexual selfishness in exemplary capitalist fashion
303,likewise new forms of “gay normality” presuppose capitalist normality
304,emerging gay middle classes are defined in many countries by their mode of consumption and claim to respectability
305,not only does this stratum’s acceptance coexist with the continuing marginalization and repression of poor queer people especially queer people of color it also figures in “pinkwashing” as those in power cite their acceptance of “rightthinking rightliving” gays to legitimate imperialist and neocolonial projects
306,for example israeli state agencies cite their superior “gayfriendly” culture to justify their brutal subjugation of “backward homophobic” palestinians
307,similarly some european liberals invoke their own “enlightened toleration” of lgbtq individuals in order to legitimate hostility toward muslims whom they equate indiscriminately with reaction while giving nonmuslim sexauthoritarians a free pass
308,the upshot is that today’s liberation movements are caught between a rock and a hard place one side wants to deliver women and lgbtq people to religious or patriarchal domination while the other would hand us over on a platter for direct predation by capital
309,feminists for the 99 percent refuse to play this game
310,rejecting both neoliberal cooptation and neotraditional homophobia and misogyny we want to revive the radical spirit of the 1969 stonewall uprising in new york of “sexpositive” currents of feminism from alexandra kollontai to gayle rubin and of the historic lesbian and gay support campaign for the 1984 british miner’s strike
311,we fight to liberate sexuality not only from procreation and normative family forms but also from the restrictions of gender class and race and from the deformations of statism and consumerism
312,we know however that to realize this dream we must build a new noncapitalist form of society that assures the material bases of sexual liberation among them generous public support for social reproduction redesigned for a much wider range of families and personal associations
313,today as in previous moments of acute capitalist crisis “race” has become a redhot issue inflamed and intensely contested
314,encouraged by demagogues purporting to champion aggrieved majorities an aggressively ethnonationalist rightwing populism dispenses with “mere” dog whistles in favor of fullthroated blasts of european and white supremacy
315,craven centrist governments join their outrightracist counterparts in blocking the entry of migrants and refugees seizing their children and separating their families interning them in camps or leaving them to drown at sea
316,meanwhile police in brazil the united states and elsewhere continue to murder people of color with impunity while courts cage them in forprofit prisons in record numbers and for extended terms
317,many are scandalized by these developments and some have tried to fight back
318,activists in germany brazil the united states and elsewhere have turned out in force to protest racist police violence and demonstrations by white supremacists
319,some are struggling to give new meaning to the term “abolition” demanding an end to incarceration and the elimination of ice the us government agency charged with enforcing immigration restrictions
320,nevertheless many antiracist forces limit their interventions to moral denunciation
321,others choose to play with fire–witness those currents of leftwing parties in europe that propose to “coopt” the right by themselves opposing immigration
322,in this situation feminists like everyone else must take sides
323,historically however the feminist record in dealing with race has been mixed at best
324,influential white us suffragists indulged in explicitly racist rants after the civil war when black men were granted the vote and they were not
325,in the same period and well into the twentieth century leading british feminists defended colonial rule in india on racially coded “civilizational” grounds as necessary to “raise up brown women from their lowly condition” even today prominent feminists in european countries justify antimuslim policies in similar terms
326,feminism’s historic entanglement with racism has also assumed “subtler” forms
327,even where they were not explicitly or intentionally racist liberal and radical feminists alike have defined “sexism” and “gender issues” in ways that falsely universalize the situation of white middleclass women
328,abstracting gender from race and class they have prioritized “women’s” need to escape from domesticity and “go out to work”as if all of us were suburban housewives
329,following the same logic leading white feminists in the united states have insisted that black women could only be truly feminist if they prioritized an imagined post or nonracial sisterhood over antiracist solidarity with black men
330,it is only thanks to decades of determined pushback by feminists of color that such views are increasingly seen for what they are and are now rejected by growing numbers of feminists of every hue
331,feminists for the 99 percent forthrightly acknowledge this shameful history and resolve to break decisively with it
332,we understand that nothing that deserves the name of “women’s liberation” can be achieved in a racist imperialist society
333,but we also understand that the root of the problem is capitalism and that racism and imperialism are integral to the latter
334,this social system which prides itself on “free labor” and “the wage contract” could only get started thanks to violent colonial plunder the “commercial hunting of blackskins” in africa their forcible conscription into “new world” slavery and the dispossession of indigenous peoples
335,but far from ceasing once capitalism got off the ground the racialized expropriation of unfree or dependent peoples has served ever since as a hidden enabling condition for the profitable exploitation of “free labor” the distinction between free exploited “workers” and dependent expropriated “others” has assumed different forms throughout capitalism’s historyin slavery colonialism apartheid and the international division of laborand it has blurred at times
336,but in every phase it has coincided however roughly with the global color line
337,in every phase too up to and including the present the expropriation of racialized people has enabled capital to increase its profits by confiscating natural resources and human capacities for whose replenishment and reproduction it does not pay
338,for systemic reasons capitalism has always created classes of racialized human beings whose persons and work are devalued and subject to expropriation
339,a feminism that is truly antiracist and antiimperialist must also be anticapitalist
340,that proposition is as true as ever now when racialized expropriation is proceeding on steroids
341,intensifying dispossession by debt today’s neoliberal capitalism promotes racial oppression throughout the world
342,in the “postcolonial” global south debtfueled corporate land grabs drive masses of indigenous and tribal peoples from their landsand in some cases to suicide
343,at the same time the “restructuring” of sovereign debt sends the ratio of interest to gdp through the roof forcing supposedly independent states to slash social spending and condemning future generations of southern workers to devote an evergrowing share of their labor to the repayment of global lenders
344,in these ways racialized expropriation continues alongside and is intertwined with a rise in exploitation propelled by the relocation of much manufacturing to the global south
345,in the global north too this oppression continues apace
346,as lowwaged precarious service work replaces unionized industrial labor wages fall below the bare minimum necessary to live a decent life especially in jobs where racialized workers predominate
347,not only are these workers forced to take on multiple jobs and to borrow against future wages in order to survive they are also targeted for hyperexpropriative payday and subprime loans
348,the social wage is declining as well as services that used to be provided publicly are offloaded onto families and communitieswhich is to say chiefly onto minority and immigrant women
349,likewise tax revenues previously dedicated to public infrastructure are diverted to debt service with especially disastrous effects for communities of colorspatially segregated and long deprived of public funds for schools and hospitals housing and transport provision of clean air and water
350,at every level and in every region financialized capitalism brings major new waves of racialized expropriation
351,the effects of this global pyramid scheme are gendered as well
352,today millions of black and migrant women are employed as caregivers and domestic workers
353,often undocumented and far from their families they are simultaneously exploited and expropriatedforced to work precariously and on the cheap deprived of rights and subject to abuses of every stripe
354,forged by global care chains their oppression enables better conditions for more privileged women who avoid some domestic work and pursue demanding professions
355,how ironic then that some of these privileged women invoke women’s rights in support of political campaigns to jail black men as rapists to persecute migrants and muslims and to require that black and muslim women assimilate to dominant culture
356,the truth is that racism imperialism and ethnonationalism are essential buttresses of generalized misogyny and the control over all women’s bodies
357,because their operation harms all of us all of us need to fight them tooth and nail
358,but abstract proclamations of global sisterhood are counterproductive
359,treating what is really the goal of a political process as if it were given at the outset they convey a false impression of homogeneity
360,the reality is that although we all suffer misogynist oppression in capitalist society our oppression assumes different forms
361,not always immediately visible the links between those forms of oppression must be revealed politicallythat is through conscious efforts to build solidarity
362,only in this way by struggling in and through our diversity can we achieve the combined power we need if we hope to transform society
363,today’s crisis of capitalism is also an ecological crisis
364,capitalism has always sought to bolster its profits by commandeering natural resources which it treats as free and infinite and which it often steals outright
365,structurally primed to appropriate nature without any regard for replenishment capitalism periodically destabilizes its own ecological conditions of possibilitywhether by exhausting the soil and depleting mineral wealth or by poisoning the water and air
366,while today’s ecological crisis is not the first in capitalism’s history it is surely the most global and pressing yet
367,the climate change now threatening the planet is a direct outgrowth of capital’s historic resort to fossilized energy in order to power its signature massproduction industrial factories
368,it was not “humanity” in general but capital that extracted carbonized deposits formed over hundreds of millions of years beneath the crust of the earth and it was capital that consumed them in the blink of an eye with total disregard for replenishment or the impacts of pollution and greenhouse gas emissions
369,subsequent shifts first from coal to oil and then to fracking and natural gas have only ramped up carbon emissions while disproportionately offloading the “externalities” onto poor communities often communities of color in the global north and the global south
370,if today’s ecological crisis is directly tied to capitalism it also reproduces and worsens women’s oppression
371,women occupy the front lines of the present ecological crisis making up 80 percent of climate refugees
372,in the global south they constitute the vast majority of the rural workforce even as they also bear responsibility for the lion’s share of socialreproductive labor
373,because of their key role in providing food clothing and shelter for their families women play an outsized part in coping with drought pollution and the overexploitation of land
374,likewise poor women of color in the global north are disproportionately vulnerable
375,subject to environmental racism they constitute the backbone of communities subject to flooding and lead poisoning
376,women are also at the forefront of struggles against the growing ecological catastrophe
377,decades ago in the united states the militant leftwing group women strike for peace agitated against atomic weapons that had deposited strontium90 in our bones
378,today women spearhead the water protectors’ fight against the dakota access pipeline in the united states
379,in peru they powered máxima acuña’s successful battle against the us mining giant newmont
380,in north india garhwali women are fighting against the construction of three hydroelectric dams
381,across the globe women lead myriad struggles against the privatization of water and seed and for the preservation of biodiversity and sustainable farming
382,in all these cases women model new integrated forms of struggle that challenge the tendency of mainstream environmentalists to frame the defense of “nature” and the material wellbeing of human communities as mutually antithetical
383,in their refusal to separate ecological issues from those of social reproduction these womenled movements represent a powerful anticorporate and anticapitalist alternative to “green capitalist” projects that do nothing to stop global warming while enriching those who speculate in “emissions permits” “ecosystem services” “carbon offsets” and “environmental derivatives” unlike those “green finance” projects which dissolve nature into a miasma of quantitative abstraction women’s struggles focus on the real world in which social justice the wellbeing of human communities and the sustainability of nonhuman nature are inextricably bound up together
384,the liberation of women and the preservation of our planet from ecological disaster go hand in handwith each other and with the overcoming of capitalism
385,today’s crisis is also political
386,paralyzed by gridlock and hobbled by global finance states that once claimed to be democratic routinely fail to address pressing problems at all let alone in the public interest most of them punt on climate change and financial reform when they don’t openly block the path to solutions
387,captured by corporate power and enfeebled by debt governments are increasingly seen by their subjects as handmaidens of capital which dance to the tune of central banks and international investors it mammoths energy magnates and war profiteers
388,is it any wonder that masses of people throughout the world have given up on mainstream parties and politicians that have promoted neoliberalism including those of the centerleft
389,political crisis is rooted in the institutional structure of capitalist society
390,this system divides “the political” from “the economic” the “legitimate violence” of the state from the “silent compulsion” of the market
391,the effect is to declare vast swaths of social life off limits to democratic control and turn them over to direct corporate domination
392,by virtue of its very structure therefore capitalism deprives us of the ability to decide collectively exactly what and how much to produce on what energic basis and through what kinds of social relations
393,it robs us too of the capacity to determine how we want to use the social surplus we collectively produce how we want to relate to nature and to future generations and how we want to organize the work of social reproduction and its relation to that of production
394,capitalism in sum is fundamentally antidemocratic
395,at the same time capitalism necessarily generates an imperialist world geography
396,this system authorizes powerful states of the global north to prey on weaker ones to siphon value from them through trade regimes tilted against them and to crush them with debt to threaten them with military intervention and the withholding of “aid” the effect is to deny political protection to much of the world’s population
397,apparently the democratic aspirations of billions of people in the global south are not even worth coopting
398,they can simply be ignored or brutally repressed
399,everywhere too capital tries to have it both ways
400,on the one hand it freeloads off of public power availing itself of legal regimes that secure private property and the repressive forces that suppress opposition helping itself to infrastructures necessary for accumulation and the regulatory agencies tasked with managing crises
401,on the other hand the thirst for profit periodically tempts some factions of the capitalist class to rebel against public power which they badmouth as inferior to markets and scheme to weaken
402,when such shortterm interests trump longterm survival capital assumes the form of a tiger that eats its own tail
403,it threatens to destroy the very political institutions that it depends upon for survival
404,capitalism’s tendency to generate political crisisat work even in the best of timeshas reached a fever pitch
405,the current neoliberal regime openly wields not only military hardware but also the weapon of debt as it brazenly targets any public powers and political forces that might challenge itfor example by nullifying elections and referenda that reject austerity as in greece in 2015 and by preventing those that might do so as in brazil in 2017–18
406,throughout the world leading capitalist interests big fruit big pharma big oil and big arms have systematically promoted authoritarianism and repression coups d’états and imperial wars
407,in direct refutation of the claims of its partisans this social system reveals itself to be structurally incompatible with democracy
408,it is once again women who are major casualties of capitalism’s current political crisisand they are also principal actors in the struggle for an emancipatory resolution
409,for us however the solution is not simply to install more women in the citadels of power
410,having long been excluded from the public sphere we have had to fight tooth and nail to be heard on matterssuch as sexual assault and harassmentthat have been routinely dismissed as “private” ironically however our claims are often ventriloquized by elite “progressives” who inflect them in terms favorable to capital they invite us to identify with and vote for women politicians however unsavory who ask us to celebrate their ascent to positions of poweras if it struck a blow for our liberation
411,but there is nothing feminist about rulingclass women who do the dirty work of bombing other countries and sustaining regimes of apartheid of backing neocolonial interventions in the name of humanitarianism while remaining silent about the genocides perpetrated by their own governments of expropriating defenseless populations through structural adjustment imposed debt and forced austerity
412,in reality women are the first victims of colonial occupation and war throughout the world
413,they face systematic harassment political rape and enslavement while enduring the murder and maiming of their loved ones and the destruction of the infrastructures that enabled them to provide for themselves and their families in the first place
414,we stand in solidarity with these womennot with warmongers in skirts who demand gender and sexual liberation for their kin alone
415,to the state bureaucrats and financial managers both male and female who purport to justify their warmongering by claiming to liberate brown and black women we say not in our name
416,feminists for the 99 percent do not operate in isolation from other movements of resistance and rebellion
417,we do not separate ourselves from battles against climate change or exploitation in the workplace nor do we stand aloof from struggles against institutional racism and dispossession
418,those struggles are our struggles part and parcel of the struggle to dismantle capitalism without which there can be no end to gender and sexual oppression
419,the upshot is clear feminism for the 99 percent must join forces with other anticapitalist movements across the globewith environmentalist antiracist antiimperialist and lgbtq movements and labor unions
420,we must ally above all with leftwing anticapitalist currents of those movements that also champion the 99 percent
421,this path pits us squarely against both of the principal political options that capital now offers
422,we reject not only reactionary populism but also progressive neoliberalism
423,in fact it is by splitting both those alliances that we intend to build our movement
424,in the case of progressiveneoliberalism we aim to separate the mass of workingclass women immigrants and people of color from the leanin feminists the meritocratic antiracists and antihomophobes and the corporatediversity and greencapitalism shills who hijacked their concerns and inflected them in capitalfriendly terms
425,with respect to reactionary populism we aim to separate workingclass communities from the forces promoting militarism xenophobia and ethnonationalism that falsely present themselves as defenders of the “common man” while promoting plutocracy on the sly
426,our strategy is to win over the workingclass fractions of both of those procapitalist political blocs
427,in this way we seek to build an anticapitalist force that is large and powerful enough to transform society
428,struggle is both an opportunity and a school
429,it can transform those who participate in it challenging our prior understandings of ourselves and reshaping our views of the world
430,struggle can deepen our comprehension of our own oppressionwhat causes it who benefits and what must be done to overcome it
431,and further it can prompt us to reinterpret our interests reframe our hopes and expand our sense of what is possible
432,finally the experience of struggle can also induce us to rethink who should count as an ally and who as an enemy
433,it can broaden the circle of solidarity among the oppressed and sharpen our antagonism to our oppressors
434,the operative word here is “can” everything depends on our ability to develop a guiding perspective that neither simply celebrates nor brutally obliterates the differences among us
435,contra fashionable ideologies of “multiplicity” the various oppressions we suffer do not form an inchoate contingent plurality
436,although each has its own distinctive forms and characteristics all are rooted in and reinforced by one and the same social system
437,it is by naming that system as capitalism and by joining together to fight against it that we can best overcome the divisions among us that capital cultivatesdivisions of culture race ethnicity ability sexuality and gender
438,but we must understand capitalism in the right way
439,contra narrow oldschool understandings industrial wage labor is not the sum total of the working class nor is its exploitation the apex of capitalist domination
440,to insist on its primacy is not to foster but rather to weaken class solidarity
441,in reality class solidarity is best advanced by reciprocal recognition of the relevant differences among usour disparate structural situations experiences and sufferings our specific needs desires and demands and the varied organizational forms through which we can best achieve them
442,in this way feminism for the 99 percent seeks to overcome familiar stale oppositions between “identity politics” and “class politics” rejecting the zerosum framework capitalism constructs for us feminism for the 99 percent aims to unite existing and future movements into a broadbased global insurgency
443,armed with a vision that is at once feminist antiracist and anticapitalist we pledge to play a major role in shaping our future
444,writing a feminist manifesto is a daunting task
445,anyone who tries it today stands on the shouldersand in the shadowof marx and engels
446,their 1848 communist manifesto began with a memorable line “a spectre is haunting europe” the “spectre” of course was communism a revolutionary project they depicted as the culmination of workingclass struggles viewed as on the march unifying internationalizing and metamorphosing into a worldhistorical force that would eventually abolish capitalismand with it all exploitation domination and alienation
447,we found this predecessor immensely inspiring not least because it rightly identifies capitalism as the ultimate basis of oppression in modern society
448,but it complicated our task not only because the communist manifesto is a literary masterpiecehence a tough act to followbut also because 2018 is not 1848 it is true that we too live in a world of tremendous social and political upheavalwhich we too understand as a crisis of capitalism
449,but today’s world is much more globalized than that of marx and engels and the upheavals traversing it are by no means confined to europe
450,likewise we too encounter conflicts over nation raceethnicity and religion in addition to those of class
451,but our world also encompasses politicized fault lines unknown to them sexuality disability and ecology and its gender struggles have a breadth and intensity that marx and engels could scarcely have imagined
452,faced as we are with a more fractured and heterogeneous political landscape it is not so easy for us to imagine a globally unified revolutionary force
453,as latecomers moreover we are also more aware than marx and engels could possibly have been of the many ways in which emancipatory movements can go wrong
454,the historical memory we inherit includes the degeneration of the bolshevik revolution into the absolutist stalinist state european social democracy’s capitulation to nationalism and war and a slew of authoritarian regimes installed in the aftermath of anticolonial struggles throughout the global south
455,especially important for us is the recuperation of the emancipatory movements of our own time which have become allies of and alibis for the forces that fostered neoliberalism
456,this latter experience has been painful for leftwing feminists as we have witnessed mainstream liberal currents of our movement reduce our cause to the meritocratic advancement of the few
457,this history could not fail to shape our expectations differently than those of marx and engels
458,whereas they were writing in an era where capitalism was still relatively young we face a wily aging system far more adept at cooptation and coercion
459,and today’s political landscape is replete with traps
460,as we explained in our manifesto the most dangerous trap for feminists lies in thinking that our current political options are limited to two on the one hand a “progressive” variant of neoliberalism which diffuses an elitist corporate version of feminism to cast an emancipatory veneer over a predatory oligarchic agenda on the other a reactionary variant of neoliberalism which pursues a similar plutocratic agenda by other meansdeploying misogynist and racist tropes to burnish its “populist” credentials
461,certainly these two forces are not identical
462,but both are mortal enemies of a genuinely emancipatory and majoritarian feminism
463,plus they are mutually enabling progressive neoliberalism created the conditions for the rise of reactionary populism and is now positioning itself as the goto alternative to it
464,our manifesto embodies a refusal to choose sides in this battle
465,rejecting a menu that limits our choices to two different strategies for managing capitalist crisis we wrote it to forward an alternative to both
466,committed not simply to managing but to resolving the present crisis we sought to make visible and practicable some latent emancipatory possibilities that the current alignments obscure
467,determined to break up liberal feminism’s cozy alliance with finance capital we proposed another feminism a feminism for the 99 percent
468,we came to this project after having worked together on the 2017 women’s strike in the united states
469,prior to that each of us had written individually about the relation between capitalism and gender oppression
470,cinzia arruzza had parsed the fraught relations between feminism and socialism both historically and theoretically
471,tithi bhattacharya had theorized the implications of social reproduction for the concepts of class and class struggle
472,nancy fraser had developed enlarged conceptions of capitalism and capitalist crisis of which the crisis of social reproduction forms one strand
473,notwithstanding these different emphases we joined forces to write this manifesto because of a shared understanding of the present conjuncture
474,for all three of us this moment represents a crucial juncture in the history of feminism and capitalism a juncture that demands and enables an intervention
475,in this context our decision to write a feminist manifesto was tied to a political objective we sought to effect a rescue operation and course correctionto reorient feminist struggles in a time of political confusion
476,the conjuncture our manifesto responds to is best understood as a crisis
477,but we don’t intend that word in the loose and obvious sense that things are bad
478,although present calamities and sufferings are horrific what justifies our use of the term “crisis” is something more the numerous harms we experience today are neither mutually unrelated nor the products of chance
479,they stem instead from the societal system that underlies all of thema system that generates them not accidentally but as a matter of course by virtue of its constitutive dynamics
480,our manifesto names that social system capitalism and characterizes the present crisis as a crisis of capitalism
481,but we do not understand those terms in the usual way
482,as feminists we appreciate that capitalism is not just an economic system but something larger an institutionalized social order that also encompasses the apparently “noneconomic” relations and practices that sustain the official economy
483,behind capitalism’s official institutionswage labor production exchange and financestand their necessary supports and enabling conditions families communities nature territorial states political organizations and civil societies and not least of all massive amounts and multiple forms of unwaged and expropriated labor including much of the work of social reproduction still performed largely by women and often uncompensated
484,these too are constitutive elements of capitalist societyand sites of struggle within it
485,from this expansive understanding of capitalism follows our manifesto’s broad view of capitalist crisis
486,without denying its inherent tendency to spawn intermittent market crashes bankruptcy chains and mass unemployment we recognize that capitalism also harbors other “noneconomic” contradictions and crisis tendencies
487,it contains for example an ecological contradiction an inherent tendency to reduce nature to a “tap” dispensing energy and raw materials on one hand and to a “sink” for absorbing waste on the otherboth capacities that capital appropriates freely but does not replenish
488,as a result capitalist societies are structurally inclined to destabilize the habitats that sustain communities and to destroy the ecosystems that sustain life
489,likewise this social formation houses a political contradiction a builtin tendency to limit the purview of politics devolving fundamental matters of life and death to the rule of “the markets” and turning state institutions that are supposed to serve the public into capital’s servants
490,for systemic reasons therefore capitalism is disposed to frustrate democratic aspirations to hollow out rights and defang public powers and to generate brutal repression endless wars and crises of governance
491,finally capitalist society harbors a socialreproductive contradiction a tendency to commandeer for capital’s benefit as much “free” reproductive labor as possible without any concern for its replenishment
492,as a result it periodically gives rise to “crises of care” which exhaust women ravage families and stretch social energies to the breaking point
493,in our manifesto in other words capitalist crisis is not only economic but also ecological political and socialreproductive
494,in every case moreover the root is the same capital’s inherent drive to freeride on its own indispensable background conditionsprerequisites for whose reproduction it aims not to pay
495,those conditions include the atmosphere’s ability to absorb carbon emissions the state’s capacity to defend property put down rebellion and safeguard money and of central importance for us the unwaged work of forming and sustaining human beings
496,without them capital could neither exploit “workers” nor succeed in accumulating profits
497,but if it can’t live without these background conditions its logic also drives it to disavow them
498,if forced to pay the full replacement costs of nature public power and social reproduction capital’s profits would dwindle to the vanishing point
499,better to cannibalize the system’s own conditions of possibility than to jeopardize accumulation
500,it is therefore a premise of our manifesto that capitalism harbors multiple contradictions above and beyond those that stem from its official economy
501,in “normal” times the system’s crisis tendencies remain more or less latent afflicting “only” those populations deemed disposable and powerless
502,but these are not normal times
503,today all of capitalism’s contradictions have reached the boiling point
504,virtually no onewith the partial exception of the 1 percentescapes the impacts of political dislocation economic precarity and socialreproductive depletion
505,and climate change of course threatens to destroy all life on the planet
506,the recognition is growing too that these catastrophic developments are so deeply intertwined that none can be resolved apart from the others
507,our manifesto deals with every facet of the present crisis
508,but we take a special interest in the socialreproductive aspect which is structurally connected to gender asymmetry
509,so let us enquire more deeply what exactly is social reproduction
510,consider the case of “luo” a taiwanese mother identified only by her last name she filed a suit in 2017 against her son claiming recompense for the time and money she had invested in his upbringing
511,luo had raised two sons as a single mother putting both of them through dental school
512,in return she expected them to take care of her in her old age
513,when one of the sons failed to satisfy her expectations she sued him
514,in an unprecedented ruling the taiwanese supreme court ordered the son to pay his mother us967000 as his “upbringing” cost
515,luo’s case illustrates three fundamental features of life under capitalism
516,first it discloses a human universal that capitalism would prefer to ignore and tries to hide that enormous amounts of time and resources are necessary to birth care for and maintain human beings
517,second it underlines that much of the work of creating andor maintaining human beings is still done by women in our society
518,finally it reveals that in the normal course of things capitalist society accords no value to this work even while depending upon it
519,luo’s case also prompts us to entertain a fourth proposition which figures centrally in our manifesto that capitalist society is composed of two inextricably braided but mutually opposed imperativesthe need of the system to sustain itself through its signature process of profitmaking versus the need of human beings to sustain themselves through processes that we called peoplemaking
520,“social reproduction” refers to the second imperative
521,it encompasses activities that sustain human beings as embodied social beings who must not only eat and sleep but also raise their children care for their families and maintain their communities all while pursuing their hopes for the future
522,these peoplemaking activities occur in one form or another in every society
523,in capitalist societies however they must also serve another masternamely capital which requires that socialreproductive work produce and replenish “labor power” bent on securing an adequate supply of that “peculiar commodity” at the lowest possible cost to itself capital offloads the work of social reproduction onto women communities and states all the while twisting it into forms best suited to maximize its profits
524,various branches of feminist theory including marxist feminism socialist feminism and social reproduction theory have analyzed the contradictions between the profitmaking and peoplemaking tendencies in capitalist societies exposing capital’s inherent drive to instrumentalize the second to the needs of the first
525,readers of marx’s capital know about exploitation the injustice that capital inflicts on waged workers at the point of production
526,in that setting workers are supposed to be paid enough to cover their living expenses while in reality they produce more
527,in a nutshell our bosses require us to work more hours than necessary to reproduce ourselves our families and the infrastructures of our societies
528,they appropriate the surplus we produce in the form of profit on behalf of the owners and shareholders
529,social reproduction theorists do not so much reject this picture as note its incompleteness
530,like marxist and socialist feminists we raise some pesky questions what did the worker have to do before she arrived at work
531,who cooked her dinner made her bed and soothed her distress so that she could return to the job one tiring day after another
532,did someone else do all this peoplemaking work or was it she herself who performed itnot only for herself but also for the other members of her family
533,these questions disclose a truth that capitalism conspires to obscure the waged work of profitmaking could not exist without the mostly unwaged work of peoplemaking
534,thus the capitalist institution of wage labor conceals something more than surplus value
535,it also conceals its birthmarksthe labor of social reproduction that is its condition of possibility
536,the social processes and institutions necessary for both kinds of “production”that of people and that of profitswhile analytically distinct are nevertheless mutually constitutive
537,the distinction between them moreover is itself an artifact of capitalist society
538,as we said peoplemaking work has always existed and it has always been associated with women
539,but earlier societies knew no sharp division between “economic production” and social reproduction
540,only with the advent of capitalism were those two aspects of social existence split apart
541,production moved into factories mines and offices where it was considered “economic” and remunerated with cash wages
542,reproduction was relegated to “the family” where it was feminized and sentimentalized defined as “care” as opposed to “work” performed for the sake of “love” as opposed to money
543,or so we were told
544,in fact capitalist societies have never located social reproduction exclusively in private households but have always situated some of it in neighborhoods grassroots communities public institutions and civil society and they have long commodified some reproductive laboralthough nowhere near as much as today
545,nevertheless the division between profitmaking and peoplemaking points to a deepseated tension at the heart of capitalist society
546,while capital strives systemically to increase profits workingclass people strive conversely to lead decent and meaningful lives as social beings
547,these are fundamentally irreconcilable goals for capital’s share of accumulation can only increase at the expense of our share in the life of society
548,social practices that nourish our lives at home and social services that nurture our lives outside of it constantly threaten to cut into profits
549,thus a financial drive to reduce those costs and an ideological drive to undermine such labors are endemic to the system as a whole
550,if capitalism’s story was simply one in which profitmaking vanquishes peoplemaking then the system could legitimately declare victory
551,but the history of capitalism is also shaped by struggles for decent and meaningful lives
552,it is no coincidence that wage struggles are often referred to as struggles over “bread and butter” issues
553,it is a mistake however to restrict those issues to workplace demands alone as traditional labor movements have often done
554,they overlook the stormy unsettled relationship between wages and life in a system where capital ordains the former as the only means to the latter
555,working people do not struggle for the wage rather they struggle for the wage because they want bread and butter
556,the desire for sustenance is the determinant not the consequence
557,thus struggles over food housing water health care or education are not always expressed through the mediated form of the wagethat is to say as demands for higher wages within the workplace
558,recall for instance that the two greatest revolutions of the modern era the french and the russian began with bread riots led by women
559,the true aim of social reproduction struggles is to establish the primacy of peoplemaking over profitmaking
560,they are never about bread alone
561,for this reason a feminism for the 99 percent incarnates and fosters the struggle for bread and roses
562,in the conjuncture our manifesto analyzes social reproduction is the site of a major crisis
563,the basic reason we argued is that capitalism’s treatment of social reproduction is contradictory
564,on the one hand the system cannot function without this activity on the other it disavows the latter’s costs and accords it little or no economic value
565,what this means is that the capacities available for social reproductive work are taken for granted treated as free and infinitely available “gifts” that require no attention or replenishment
566,when the matter is considered at all it is assumed that there will always be sufficient energies to produce the laborers and sustain the social connections on which economic production and society more generally depend
567,in fact socialreproductive capacities are not infinite and they can be stretched to the breaking point
568,when a society simultaneously withdraws public support for social reproduction and conscripts its chief providers into long and grueling hours of lowpaid work it depletes the very social capacities on which it relies
569,this is exactly our situation today
570,the current neoliberal form of capitalism is systematically depleting our collective and individual capacities to regenerate human beings and to sustain social bonds
571,at first sight this regime appears to be breaking down capitalism’s constitutive gender division between productive and reproductive labor
572,proclaiming the new ideal of the “twoearner family” neoliberalism recruits women massively into wage labor across the globe
573,but this ideal is a fraud and the labor regime it is supposed to legitimate is anything but liberatory for women
574,what is presented as emancipation is in fact a system of intensified exploitation and expropriation
575,at the same time it is also an engine of acute socialreproductive crisis
576,it is true of course that a thin stratum of women derives some gains from neoliberalism as they enter prestigious professions and the lower rungs of corporate management albeit on terms less favorable than those available to the men of their class
577,what awaits the vast majority however is something else lowpaid precarious workin sweatshops exportprocessing zones megacities’ construction industries corporatized agriculture and the service sectorwhere poor racialized and immigrant women serve fast food and sell cheap stuff at megastores clean offices hotel rooms and private homes empty bedpans in hospitals and nursing homes and care for the families of more privileged strataoften at the expense of and sometimes far away from their own
578,some of this work commodifies reproductive labor that was previously performed without pay
579,but if the effect of such commodification is to muddy capitalism’s historical division between production and reproduction it is equally certain that this outcome does not emancipate women
580,on the contrary nearly all of us are still required to work “the second shift” even as more of our time and energy are appropriated by capital
581,and of course the bulk of women’s waged work is decidedly unliberating
